key,value,count,percent_of_total_changes_for_key
amenity,courthouse,135,0.116
amenity,market,130,0.1117
amenity,telephone,129,0.1108
amenity,canal,113,0.0971
amenity,taxi,112,0.0962
amenity,community_information_kiosk,111,0.0954
amenity,cro,99,0.0851
amenity,dispensary,93,0.0799
amenity,office,86,0.0739
amenity,bicycle_repair_station,81,0.0696
amenity,abri temporaire,76,0.0653
amenity,car_rental,76,0.0653
amenity,swimming_pool,74,0.0636
amenity,money_transfer,73,0.0627
amenity,childcare,71,0.061
amenity,water_point,64,0.055
amenity,bicycle_rental,63,0.0541
amenity,communal_cooking_area,59,0.0507
amenity,fire_station,59,0.0507
amenity,clock,56,0.0481
amenity,prison,56,0.0481
amenity,CRO,53,0.0455
amenity,ferry_terminal,51,0.0438
amenity,driving_school,48,0.0412
amenity,radio chimen lakay,46,0.0395
amenity,parcel_locker,43,0.0369
amenity,food_court,37,0.0318
amenity,eau_brute,36,0.0309
amenity,pont,36,0.0309
amenity,shelter_emergency,36,0.0309
amenity,airport,33,0.0284
amenity,hunting_stand,28,0.0241
amenity,photo_booth,28,0.0241
amenity,research_institute,28,0.0241
amenity,social_center,28,0.0241
amenity,School,27,0.0232
amenity,car_sharing,26,0.0223
amenity,internet_cafe,25,0.0215
amenity,no,25,0.0215
amenity,music_school,24,0.0206
amenity,public_bookcase,24,0.0206
amenity,eau potable,23,0.0198
amenity,Douches et toilettes,22,0.0189
amenity,bus_garage,22,0.0189
amenity,nursing_home,22,0.0189
amenity,Ecole etzer vilaire,20,0.0172
amenity,conference_centre,20,0.0172
amenity,eau brute,20,0.0172
amenity,non,20,0.0172
amenity,waste_transfer_station,19,0.0163
amenity,monastery,18,0.0155
amenity,animal_shelter,17,0.0146
amenity,eglise,17,0.0146
amenity,camp,16,0.0137
amenity,exhibition_centre,16,0.0137
amenity,trolley_bay,16,0.0137
amenity,8 chambres de toilettes,15,0.0129
amenity,remittance,15,0.0129
amenity,sanitary_dump_station,15,0.0129
amenity,Ecole,14,0.012
amenity,animal_breeding,14,0.012
amenity,espace residentiel,14,0.012
amenity,casino,13,0.0112
amenity,bureau,12,0.0103
amenity,"kindergarten, High school",12,0.0103
amenity,residental,12,0.0103
amenity,un_facility,12,0.0103
amenity,camp_site,11,0.0095
amenity,clinique,11,0.0095
amenity,events_venue,11,0.0095
amenity,health_center,11,0.0095
amenity,language_school,11,0.0095
amenity,post_depot,11,0.0095
amenity,agrocentre,10,0.0086
amenity,quincaillerie,10,0.0086
amenity,vehicle_inspection,10,0.0086
amenity,waste=trash;cigarettes,10,0.0086
amenity,watering_place,10,0.0086
amenity,auto parts,9,0.0077
amenity,cyber_cafe,9,0.0077
amenity,ecole,9,0.0077
amenity,hotel,9,0.0077
amenity,marche de cayes jacmel,9,0.0077
amenity,tailor,9,0.0077
amenity,water,9,0.0077
amenity,weighbridge,9,0.0077
amenity,CTC,8,0.0069
amenity,Douches,8,0.0069
amenity,Health@post,8,0.0069
amenity,biergarten,8,0.0069
amenity,dispensaire,8,0.0069
amenity,hostel,8,0.0069
amenity,immigration border,8,0.0069
amenity,meat shop,8,0.0069
amenity,non_potable,8,0.0069
amenity,party_palace,8,0.0069
amenity,student_accommodation,8,0.0069
amenity,construction,7,0.006
amenity,coworking_space,7,0.006
amenity,crematorium,7,0.006
amenity,food_collection,7,0.006
amenity,garage,7,0.006
amenity,handwashing_station,7,0.006
amenity,health_facility,7,0.006
amenity,kindergarten 2em cycle,7,0.006
amenity,menrod-3,7,0.006
amenity,mortuary,7,0.006
amenity,public_bath,7,0.006
amenity,refugee_site,7,0.006
amenity,,6,0.0052
amenity,1h,6,0.0052
amenity,Ecole eben-ezer,6,0.0052
amenity,Robinet,6,0.0052
amenity,agent de sante,6,0.0052
amenity,animal_boarding,6,0.0052
amenity,bbq,6,0.0052
amenity,centre de sante,6,0.0052
amenity,farming,6,0.0052
amenity,financial_advice,6,0.0052
amenity,fire_hydrant,6,0.0052
amenity,keket paticerie,6,0.0052
amenity,lampadaire,6,0.0052
amenity,pawnbroker,6,0.0052
amenity,place,6,0.0052
amenity,salles de clases,6,0.0052
amenity,station de radio,6,0.0052
amenity,tree,6,0.0052
amenity,Hospital,5,0.0043
amenity,Hospital et CTC,5,0.0043
amenity,board,5,0.0043
amenity,club,5,0.0043
amenity,cuisine,5,0.0043
amenity,eau pour laver les mains,5,0.0043
amenity,ecole 1er cycle,5,0.0043
amenity,gym,5,0.0043
amenity,health_centre,5,0.0043
amenity,imprimerie,5,0.0043
amenity,lavoir,5,0.0043
amenity,luggage_storage,5,0.0043
amenity,maison anne marie devarieux,5,0.0043
amenity,police; courthouse,5,0.0043
amenity,reception_desk,5,0.0043
amenity,scrapyard,5,0.0043
amenity,shop furniture,5,0.0043
amenity,telecommunication,5,0.0043
amenity,"union des groupements paysan pour le developement educatif,economique et social d'haiti",5,0.0043
amenity,usine,5,0.0043
amenity,yes,5,0.0043
amenity,zamar quicaillerie,5,0.0043
amenity,Bank,4,0.0034
amenity,CTU,4,0.0034
amenity,Douches ,4,0.0034
amenity,Ecole ,4,0.0034
amenity,Ecole fucien denervil,4,0.0034
amenity,Ecole institution mixte la renaissance,4,0.0034
amenity,Ecole professionnele,4,0.0034
amenity,Indrayani Ni Ma Vi,4,0.0034
amenity,Lavabo pour laver les mains,4,0.0034
amenity,Simple poubelle,4,0.0034
amenity,UTC,4,0.0034
amenity,associetion pecheur pour le developpement de timouillage,4,0.0034
amenity,bandstand,4,0.0034
amenity,brothel,4,0.0034
amenity,bureau hand for help,4,0.0034
amenity,cake shop,4,0.0034
amenity,centre social,4,0.0034
amenity,centre_social_Reverant_Pere_Gerard_Dormeville_bassin,4,0.0034
amenity,diakonie katastrophenhilfe,4,0.0034
amenity,dortoir,4,0.0034
amenity,drinking water,4,0.0034
amenity,eau_ non_potable,4,0.0034
amenity,ecole classique de jesus christ,4,0.0034
amenity,ecole saint francois d'assise en beton,4,0.0034
amenity,epicerie,4,0.0034
amenity,government,4,0.0034
amenity,kirana,4,0.0034
amenity,leteri sides nan jakmel,4,0.0034
amenity,letter_box,4,0.0034
amenity,loisir,4,0.0034
amenity,marche des orangers,4,0.0034
amenity,ophelina,4,0.0034
amenity,pasal,4,0.0034
amenity,petit demele,4,0.0034
amenity,piscine,4,0.0034
amenity,plant_nursery,4,0.0034
amenity,public_tap,4,0.0034
amenity,repair centre,4,0.0034
amenity,repair_car,4,0.0034
amenity,reservoir,4,0.0034
amenity,school le praticien,4,0.0034
amenity,school nationale gonel coulanges,4,0.0034
amenity,"school, college",4,0.0034
amenity,security,4,0.0034
amenity,stadium,4,0.0034
amenity,terrain,4,0.0034
amenity,tower,4,0.0034
amenity,travel_agency,4,0.0034
amenity,2 toilettes,3,0.0026
amenity,C T C,3,0.0026
amenity,"Chapelle funiraille,Ange de la gosseline",3,0.0026
amenity,Clinique,3,0.0026
amenity,Dourche,3,0.0026
amenity,abattoir,3,0.0026
amenity,abris,3,0.0026
amenity,abru temporaire,3,0.0026
amenity,archive,3,0.0026
amenity,banquet,3,0.0026
amenity,bread,3,0.0026
amenity,building,3,0.0026
amenity,centre senté,3,0.0026
amenity,chowk,3,0.0026
amenity,consulate,3,0.0026
amenity,cosmetic,3,0.0026
amenity,customs,3,0.0026
amenity,disco,3,0.0026
amenity,emergency_phone,3,0.0026
amenity,factory,3,0.0026
amenity,grocery shop,3,0.0026
amenity,hispital,3,0.0026
amenity,kasmetic,3,0.0026
amenity,loading_dock,3,0.0026
amenity,logistic_base,3,0.0026
amenity,loundry,3,0.0026
amenity,meditation-center,3,0.0026
amenity,monestary,3,0.0026
amenity,ngo,3,0.0026
amenity,non potable,3,0.0026
amenity,non-potable,3,0.0026
amenity,orphanage,3,0.0026
amenity,party venue,3,0.0026
amenity,pharmacie,3,0.0026
amenity,place_of_mourning,3,0.0026
amenity,plage,3,0.0026
amenity,plastic pasal,3,0.0026
amenity,pole,3,0.0026
amenity,pro,3,0.0026
amenity,professional_school,3,0.0026
amenity,radio or tv station;studio,3,0.0026
amenity,retirement_home,3,0.0026
amenity,robinet,3,0.0026
amenity,route caye jacmel,3,0.0026
amenity,shlter_emergency,3,0.0026
amenity,social_club,3,0.0026
amenity,spa,3,0.0026
amenity,stationary,3,0.0026
amenity,store,3,0.0026
amenity,telegraph_office,3,0.0026
amenity,toilette,3,0.0026
amenity,training,3,0.0026
amenity,tribunal,3,0.0026
amenity,usine block,3,0.0026
amenity,workshop,3,0.0026
amenity,4 robinets,2,0.0017
amenity,6 toilettes,2,0.0017
amenity,Bar de l'air,2,0.0017
amenity,Bar esperancia,2,0.0017
amenity,Bright Himrashmi English Boarding School,2,0.0017
amenity,Bureau de Credit Agricol,2,0.0017
amenity,Chelsea International Academy,2,0.0017
amenity,College,2,0.0017
amenity,Ecolereformee de tete canal,2,0.0017
amenity,Ha,2,0.0017
amenity,Health_facility,2,0.0017
amenity,High School,2,0.0017
amenity,"La Brise FM, 104.9 FM",2,0.0017
amenity,Point de vente carte de recharge,2,0.0017
amenity,Radio chimen lakay,2,0.0017
amenity,Reference,2,0.0017
amenity,Restaurant,2,0.0017
amenity,Restaurant le lambi,2,0.0017
amenity,Sapana Ladies Tailors,2,0.0017
amenity,Simple Poubelle,2,0.0017
amenity,Station Moto,2,0.0017
amenity,Transport,2,0.0017
amenity,U T C,2,0.0017
amenity,administrative,2,0.0017
amenity,antenna,2,0.0017
amenity,art_atelier,2,0.0017
amenity,auto parts jean reno,2,0.0017
amenity,bag,2,0.0017
amenity,bassin de retenue,2,0.0017
amenity,boat_rental,2,0.0017
amenity,boiler service,2,0.0017
amenity,boutik entran agrikol,2,0.0017
amenity,bureau casec 1er section ravine normand,2,0.0017
amenity,bureau casec(montagne la voute),2,0.0017
amenity,bureau central peredo fondation d;appui pour le service du developpement de peredo,2,0.0017
amenity,bureau la croix rouge de marigot,2,0.0017
amenity,bureau war child canada,2,0.0017
amenity,butcher shop,2,0.0017
amenity,caisse,2,0.0017
amenity,caisse populaire avenir des cayes jacmel,2,0.0017
amenity,car_decoration,2,0.0017
amenity,car_rental;fuel,2,0.0017
amenity,centre fondation international lifeline haiti,2,0.0017
amenity,checkpoint,2,0.0017
amenity,church,2,0.0017
amenity,church_yard,2,0.0017
amenity,ciber cafe,2,0.0017
amenity,cimetière,2,0.0017
amenity,cisterne,2,0.0017
amenity,clnic,2,0.0017
amenity,compressed_air,2,0.0017
amenity,contour des toilettes,2,0.0017
amenity,cotton suppliers,2,0.0017
amenity,ctu,2,0.0017
amenity,cyber cafe,2,0.0017
amenity,cybercafe,2,0.0017
amenity,desiners,2,0.0017
amenity,direction general des impots_agence locale des cayes jacmel,2,0.0017
amenity,dojo,2,0.0017
amenity,douches,2,0.0017
amenity,dressing_room,2,0.0017
amenity,eau_non potable,2,0.0017
amenity,educational institution,2,0.0017
amenity,emergency_shelter,2,0.0017
amenity,entreprises funeraires,2,0.0017
amenity,fancy,2,0.0017
amenity,farnichdr,2,0.0017
amenity,fist food,2,0.0017
amenity,fruit transformes patisserie,2,0.0017
amenity,furniturr,2,0.0017
amenity,gold shop,2,0.0017
amenity,government_building,2,0.0017
amenity,graveyard,2,0.0017
amenity,gymnasium,2,0.0017
amenity,harbor,2,0.0017
amenity,health facility,2,0.0017
amenity,health post,2,0.0017
amenity,health@post,2,0.0017
amenity,industry,2,0.0017
amenity,j and c Bar,2,0.0017
amenity,jacobo auto parts,2,0.0017
amenity,k-jou snack bar,2,0.0017
amenity,kitchen item shop,2,0.0017
amenity,laboratory,2,0.0017
amenity,le relax pica pollo,2,0.0017
amenity,lucienne bar,2,0.0017
amenity,meditation_center,2,0.0017
amenity,menroad,2,0.0017
amenity,mill,2,0.0017
amenity,moulin de petit mil,2,0.0017
amenity,nightclub;bar;restaurant,2,0.0017
amenity,non traitee,2,0.0017
amenity,omega resto,2,0.0017
amenity,ophlinat,2,0.0017
amenity,organisation etincelle de gaillard,2,0.0017
amenity,organisazyon fanm aktiv la vout,2,0.0017
amenity,organization,2,0.0017
amenity,other_health_facility,2,0.0017
amenity,parkingfee=no,2,0.0017
amenity,party place,2,0.0017
amenity,patisserie,2,0.0017
amenity,petit rendez-vous snack bar,2,0.0017
amenity,photo,2,0.0017
amenity,place public de petit bois,2,0.0017
amenity,plan haiti,2,0.0017
amenity,plastic store,2,0.0017
amenity,plaza,2,0.0017
amenity,point d eau,2,0.0017
amenity,police station,2,0.0017
amenity,polling_station,2,0.0017
amenity,professionnelle bar,2,0.0017
amenity,radio,2,0.0017
amenity,radio communautaire cornillon f.m. 99.9 f.m.,2,0.0017
amenity,radio etincelle fm,2,0.0017
amenity,radio sensation fm,2,0.0017
amenity,ranger_station,2,0.0017
amenity,reseau edh,2,0.0017
amenity,rivière,2,0.0017
amenity,robinet 4 bouches,2,0.0017
amenity,rosie shop grandeur de l'eternel,2,0.0017
amenity,rue zero,2,0.0017
amenity,sahakari,2,0.0017
amenity,salon de beaute,2,0.0017
amenity,sant sofa pou fanm viktim vyolans,2,0.0017
amenity,sante de sante mission amour d'haiti,2,0.0017
amenity,sastha,2,0.0017
amenity,satellite-receiver,2,0.0017
amenity,service,2,0.0017
amenity,ship,2,0.0017
amenity,shop auto parts,2,0.0017
amenity,shop soudure,2,0.0017
amenity,shop_car_parts,2,0.0017
amenity,shop_internet_access,2,0.0017
amenity,shoping centre,2,0.0017
amenity,skate_ramp,2,0.0017
amenity,skate_snakerun,2,0.0017
amenity,sport_centre,2,0.0017
amenity,star mart mini bar,2,0.0017
amenity,station,2,0.0017
amenity,supermarket,2,0.0017
amenity,tailler,2,0.0017
amenity,tank,2,0.0017
amenity,temple,2,0.0017
amenity,temple vodou,2,0.0017
amenity,top 50 bar resto,2,0.0017
amenity,turning,2,0.0017
amenity,usine bloc,2,0.0017
amenity,usine electrique jedo,2,0.0017
amenity,utc prevu,2,0.0017
amenity,vada pasal,2,0.0017
amenity,value,2,0.0017
amenity,wharf,2,0.0017
amenity, 4 robinets,1,0.0009
amenity, 5 Poubelle,1,0.0009
amenity,2,1,0.0009
amenity,2fix,1,0.0009
amenity,5 Poubelle,1,0.0009
amenity,ATM,1,0.0009
amenity,Aasha Vidyashram School,1,0.0009
amenity,Asha X-Ray Clinic,1,0.0009
amenity,Association des Handicape_s en mouvement_  ASHAMO,1,0.0009
amenity,Attelier,1,0.0009
amenity,Bagiswori Higher Secondary School,1,0.0009
amenity,Bar,1,0.0009
amenity,Bar ,1,0.0009
amenity,Bed and Resto,1,0.0009
amenity,Boudeshwor Uchha Ma vi,1,0.0009
amenity,Boulangerie,1,0.0009
amenity,Brihaspati Vidyasadan School,1,0.0009
amenity,Buddha Pashupati Academy,1,0.0009
amenity,Centre de formation professionnelle,1,0.0009
amenity,Clinic,1,0.0009
amenity,Collage,1,0.0009
amenity,College of Business Management,1,0.0009
amenity,Collony,1,0.0009
amenity,Cyber-cafe,1,0.0009
amenity,Electric pole,1,0.0009
amenity,Electricity Transmission Tower,1,0.0009
amenity,Gym,1,0.0009
amenity,Haiti international Dock,1,0.0009
amenity,Health Post,1,0.0009
amenity,Health facility,1,0.0009
amenity,Health post,1,0.0009
amenity,Health_post,1,0.0009
amenity,Hotel,1,0.0009
amenity,Hotel et restaurant,1,0.0009
amenity,Industrial,1,0.0009
amenity,Jagriti school,1,0.0009
amenity,Kerosene_depot,1,0.0009
amenity,Lord Buddha Education Foundation,1,0.0009
amenity,Mahanbwa Chiba,1,0.0009
amenity,Majery Libary,1,0.0009
amenity,Man made,1,0.0009
amenity,Marche,1,0.0009
amenity,Mero Nepal Yuva Club,1,0.0009
amenity,Mini Montessori,1,0.0009
amenity,Namuna English Boarding School,1,0.0009
amenity,National Life Insurance Company Limited,1,0.0009
amenity,Nepal Engineering College (PU),1,0.0009
amenity,Office_Building,1,0.0009
amenity,Poteau,1,0.0009
amenity,Poulaillée,1,0.0009
amenity,Refugee_Camp,1,0.0009
amenity,Rue 1,1,0.0009
amenity,Shree Krishna Prabha Primary School,1,0.0009
amenity,Studio de photo,1,0.0009
amenity,Un route,1,0.0009
amenity,Université,1,0.0009
amenity,Valley View English School,1,0.0009
amenity,Yuwalaya Office,1,0.0009
amenity,a,1,0.0009
amenity,abbatoir,1,0.0009
amenity,amenity,1,0.0009
amenity,amusement_arcade,1,0.0009
amenity,animal_training,1,0.0009
amenity,apartments,1,0.0009
amenity,auditorium,1,0.0009
amenity,auto_parts_service,1,0.0009
amenity,baby_hatch,1,0.0009
amenity,bag shop,1,0.0009
amenity,bakery + restaurant,1,0.0009
amenity,baptistery,1,0.0009
amenity,bar;restaurant,1,0.0009
amenity,barbar,1,0.0009
amenity,bastra vandar,1,0.0009
amenity,bell,1,0.0009
amenity,bike servicing center,1,0.0009
amenity,boos shop,1,0.0009
amenity,bureau  pro-famille,1,0.0009
amenity,bureau regional de la munistha de jacmel,1,0.0009
amenity,bureau_de la croix-rouge,1,0.0009
amenity,bureau_de_change;restaurant,1,0.0009
amenity,bureau_edh,1,0.0009
amenity,butcher,1,0.0009
amenity,cafeteria,1,0.0009
amenity,camping,1,0.0009
amenity,campus de l'eglise baptiste conservatrice de chanflo,1,0.0009
amenity,cargo,1,0.0009
amenity,centre anti tuberculose,1,0.0009
amenity,centre fondation international lifeline haiti  ,1,0.0009
amenity,centre_technique,1,0.0009
amenity,chateau,1,0.0009
amenity,chautaro,1,0.0009
amenity,child care,1,0.0009
amenity,cinema;bar,1,0.0009
amenity,clothes,1,0.0009
amenity,co operative,1,0.0009
amenity,coll\,1,0.0009
amenity,commercial,1,0.0009
amenity,community_hall,1,0.0009
amenity,communty center,1,0.0009
amenity,concert_hall,1,0.0009
amenity,contour de l'ecole nationale de colin,1,0.0009
amenity,cooperative,1,0.0009
amenity,cosmetics,1,0.0009
amenity,courier,1,0.0009
amenity,craft,1,0.0009
amenity,dancing_school,1,0.0009
amenity,dechets,1,0.0009
amenity,decoretion,1,0.0009
amenity,depos,1,0.0009
amenity,depots,1,0.0009
amenity,deuxieme ruelle saintilus,1,0.0009
amenity,device_charging_station,1,0.0009
amenity,drinking_water et epicerie,1,0.0009
amenity,educational_institurion,1,0.0009
amenity,electric pole,1,0.0009
amenity,entree _route-riviere_cormier,1,0.0009
amenity,events_centre,1,0.0009
amenity,fitness_center,1,0.0009
amenity,flag,1,0.0009
amenity,fm,1,0.0009
amenity,free family planning,1,0.0009
amenity,fresh house,1,0.0009
amenity,fruit shop,1,0.0009
amenity,funeral_hall,1,0.0009
amenity,furniture,1,0.0009
amenity,"hamlet, FIXME",1,0.0009
amenity,hardware,1,0.0009
amenity,hardware shop,1,0.0009
amenity,heal_post,1,0.0009
amenity,health,1,0.0009
amenity,health care,1,0.0009
amenity,health_care,1,0.0009
amenity,holsel,1,0.0009
amenity,home,1,0.0009
amenity,hopsital,1,0.0009
amenity,hospital:duplicate,1,0.0009
amenity,hospital;place_of_worship,1,0.0009
amenity,industrial,1,0.0009
amenity,jewellery,1,0.0009
amenity,kneipp_water_cure,1,0.0009
amenity,language_schoo,1,0.0009
amenity,luggage_locker,1,0.0009
amenity,madira store,1,0.0009
amenity,madkal,1,0.0009
amenity,mailroom,1,0.0009
amenity,medical,1,0.0009
amenity,meeting space,1,0.0009
amenity,meteo_station,1,0.0009
amenity,money changer,1,0.0009
amenity,morgue,1,0.0009
amenity,morgue prive,1,0.0009
amenity,motorcycle_rental,1,0.0009
amenity,moulin,1,0.0009
amenity,moulin cafe,1,0.0009
amenity,music center,1,0.0009
amenity,national college,1,0.0009
amenity,nestle,1,0.0009
amenity,nightclub ,1,0.0009
amenity,oh,1,0.0009
amenity,organisation,1,0.0009
amenity,orphelinat,1,0.0009
amenity,park,1,0.0009
amenity,party palace,1,0.0009
amenity,payment_terminal,1,0.0009
amenity,place_of_worship;dentist,1,0.0009
amenity,plastic shop,1,0.0009
amenity,playground,1,0.0009
amenity,po,1,0.0009
amenity,poliambulatorio,1,0.0009
amenity,polythene,1,0.0009
amenity,pompe,1,0.0009
amenity,pompe d'essence,1,0.0009
amenity,pond,1,0.0009
amenity,pool,1,0.0009
amenity,poste d'alaitement,1,0.0009
amenity,pratik,1,0.0009
amenity,prep_school,1,0.0009
amenity,printing press,1,0.0009
amenity,public_bench,1,0.0009
amenity,public_transport_stop_position,1,0.0009
amenity,puja samagari,1,0.0009
amenity,puja shop,1,0.0009
amenity,purnima medical & research centre,1,0.0009
amenity,ravine bigonet,1,0.0009
amenity,register_office,1,0.0009
amenity,rental,1,0.0009
amenity,residences du soleil Dr Coles,1,0.0009
amenity,residential,1,0.0009
amenity,restaurant;bar,1,0.0009
amenity,resurant,1,0.0009
amenity,riviere,1,0.0009
amenity,riviere_cormier,1,0.0009
amenity,road,1,0.0009
amenity,ronpoint carrefour duford,1,0.0009
amenity,route,1,0.0009
amenity,school (boy),1,0.0009
amenity,school;place_of_worship,1,0.0009
amenity,scout_hut,1,0.0009
amenity,seminary,1,0.0009
amenity,shop cloth,1,0.0009
amenity,shop_car_repair,1,0.0009
amenity,shop_liquor_distribution,1,0.0009
amenity,shoping  centre,1,0.0009
amenity,showclub,1,0.0009
amenity,sign board,1,0.0009
amenity,smoking_room,1,0.0009
amenity,station Radio,1,0.0009
amenity,stores,1,0.0009
amenity,studio photo,1,0.0009
amenity,stupa,1,0.0009
amenity,suspension bridge 80m (2020m),1,0.0009
amenity,texaco,1,0.0009
amenity,theatre;cinema,1,0.0009
amenity,ticket_booth,1,0.0009
amenity,tillar,1,0.0009
amenity,tires,1,0.0009
amenity,toilettes pour les policiers,1,0.0009
amenity,toy_library,1,0.0009
amenity,training_center,1,0.0009
amenity,travel_agecy,1,0.0009
amenity,tribinale,1,0.0009
amenity,unity,1,0.0009
amenity,usine clairin,1,0.0009
amenity,veterinary_pharmacy,1,0.0009
amenity,village,1,0.0009
amenity,warehouse,1,0.0009
amenity,watar well,1,0.0009
amenity,zone residentiel,1,0.0009
building,yes,2913490,92.0476
building,house,104688,3.3075
building,residential,34615,1.0936
building,construction,30286,0.9568
building,school,21730,0.6865
building,apartments,8304,0.2624
building,collapsed,7606,0.2403
building,commercial,4841,0.1529
building,hospital,3392,0.1072
building,industrial,3143,0.0993
building,college,3020,0.0954
building,building_concrete,2642,0.0835
building,church,2259,0.0714
building,clinic,2040,0.0645
building,residentiel1,1747,0.0552
building,retail,1517,0.0479
building,roof,1115,0.0352
building,detached,1094,0.0346
building,health_post,1087,0.0343
building,tent,1062,0.0336
building,hut,983,0.0311
building,greenhouse,886,0.028
building,office,806,0.0255
building,building_sheet_metal,761,0.024
building,kindergarten,720,0.0227
building,shelter,696,0.022
building,building_wood,665,0.021
building,non_waterproof_shelter,615,0.0194
building,shed,605,0.0191
building,service,491,0.0155
building,public,467,0.0148
building,collapse,466,0.0147
building,hotel,408,0.0129
building,waterproof_shelter,325,0.0103
building,building,323,0.0102
building,terrace,276,0.0087
building,warehouse,274,0.0087
building,university,218,0.0069
building,<different>,176,0.0056
building,damaged,166,0.0052
building,semidetached_house,160,0.0051
building,temple,158,0.005
building,government,157,0.005
building,ruins,152,0.0048
building,farm_auxiliary,149,0.0047
building,services,146,0.0046
building,garage,141,0.0045
building,garages,120,0.0038
building,civic,112,0.0035
building,undefined,107,0.0034
building,N/A,104,0.0033
building,farm,104,0.0033
building,train_station,102,0.0032
building,no,99,0.0031
building,Service,92,0.0029
building,health_facility,79,0.0025
building,kiosk,76,0.0024
building,yse,73,0.0023
building,brownfield,71,0.0022
building,grandstand,67,0.0021
building,carport,65,0.0021
building,unclassified,64,0.002
building,tank,61,0.0019
building,storage_tank,59,0.0019
building,barn,56,0.0018
building,chapel,53,0.0017
building,yess,53,0.0017
building,ruin,52,0.0016
building,bing,46,0.0015
building,Tour_Agency,43,0.0014
building,panel_house,42,0.0013
building,parking,39,0.0012
building,Friendship_Hostel,38,0.0012
building,bungalow,38,0.0012
building,entrance,36,0.0011
building,hangar,35,0.0011
building,cabin,34,0.0011
building,Health_Facility,33,0.001
building,tole et plastic,33,0.001
building,Metal,29,0.0009
building,silo,29,0.0009
building,bell_tower,28,0.0009
building,Computer_Consultant,27,0.0009
building,yes3,25,0.0008
building,tower,24,0.0008
building,Construction,23,0.0007
building,1,22,0.0007
building,Travel_Agency,20,0.0006
building,cathedral,19,0.0006
building,Software_Company,18,0.0006
building,supermarket,18,0.0006
building,transformer_tower,18,0.0006
building,stadium,17,0.0005
building,bunker,16,0.0005
building,y,16,0.0005
building,Website_Designer,15,0.0005
building,Yes,15,0.0005
building,static_caravan,15,0.0005
building,ys,15,0.0005
building,Building,14,0.0004
building,Hospital,14,0.0004
building,pavilion,14,0.0004
building,Advertising_Agency,13,0.0004
building,School,13,0.0004
building,YES,13,0.0004
building,toilets,13,0.0004
building,Bois,12,0.0004
building,C,12,0.0004
building,Restaurant,12,0.0004
building,24,11,0.0003
building,Office,11,0.0003
building,stupa,11,0.0003
building,transportation,11,0.0003
building,Bank,10,0.0003
building,Educational_Consultant,10,0.0003
building,Residential,10,0.0003
building,bank,10,0.0003
building,building+construction,10,0.0003
building,bus_garage,10,0.0003
building,concrete,10,0.0003
building,dormitory,10,0.0003
building,sports_centre,10,0.0003
building,Computers,9,0.0003
building,Ecole,9,0.0003
building,Espace educatif,9,0.0003
building,Non-Profit_Organization,9,0.0003
building,bridge,9,0.0003
building,building=yes,9,0.0003
building,container,9,0.0003
building,digester,9,0.0003
building,ecole,9,0.0003
building,fire_station,9,0.0003
building,Bing,8,0.0003
building,Computer_Training_School,8,0.0003
building,Health@post,8,0.0003
building,Toilette,8,0.0003
building,beton,8,0.0003
building,collapsed?,8,0.0003
building,constructions,8,0.0003
building,dentist,8,0.0003
building,manufacture,8,0.0003
building,tomb,8,0.0003
building,Association_or_Organization,7,0.0002
building,Internet,7,0.0002
