key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
start_date,4,0.0073,0.0,0.0
tiger:name_direction_prefix,4,0.0073,0.0,0.0
tiger:name_type_2,4,0.0073,0.0,0.0
wikipedia,4,0.0073,0.0,0.0
Atribution,3,0.0055,0.0,0.0
SHAPE_area,3,0.0055,0.0,0.0
SHAPE_len,3,0.0055,0.0,0.0
boat,3,0.0055,0.0,0.0
building:units,3,0.0055,0.0,0.0
capacity,3,0.0055,0.0,0.0
csp:globalid,3,0.0055,0.0,0.0
csp:unitcode,3,0.0055,0.0,0.0
maxstay,3,0.0055,0.0,0.0
mtb:scale:imba,3,0.0055,0.0,0.0
name_2,3,0.0055,0.0,0.0
opening_date,3,0.0055,0.0,0.0
park:type,3,0.0055,0.0,0.0
scvwd:ROUTEID,3,0.0055,0.0,0.0
unisex,3,0.0055,0.0,0.0
GENERIC,2,0.0037,0.0,0.0
addr:housenumber,2,0.0037,0.0,0.0
addr:postcode,2,0.0037,0.0,0.0
addr:street,2,0.0037,0.0,0.0
aeroway,2,0.0037,0.0,0.0
area,2,0.0037,0.0,0.0
changing_table,2,0.0037,0.0,0.0
dog,2,0.0037,0.0,0.0
drinking_water,2,0.0037,0.0,0.0
frequency,2,0.0037,0.0,0.0
hiking,2,0.0037,0.0,0.0
history,2,0.0037,0.0,0.0
hunting,2,0.0037,0.0,0.0
id,2,0.0037,0.0,0.0
lanes:backward,2,0.0037,0.0,0.0
lanes:forward,2,0.0037,0.0,0.0
old_name,2,0.0037,0.0,0.0
shooting,2,0.0037,0.0,0.0
sidewalk,2,0.0037,0.0,0.0
tiger:name_direction_suffix_1,2,0.0037,0.0,0.0
tiger:zip_right,2,0.0037,0.0,0.0
toilets:handwashing,2,0.0037,0.0,0.0
AGNCY_NAME,1,0.0018,0.0,0.0
AGNCY_TYP,1,0.0018,0.0,0.0
AREAID,1,0.0018,0.0,0.0
BASEZN,1,0.0018,0.0,0.0
COMBZN,1,0.0018,0.0,0.0
COUNTYFP,1,0.0018,0.0,0.0
FULLZN,1,0.0018,0.0,0.0
MTFCC,1,0.0018,0.0,0.0
STATEFP,1,0.0018,0.0,0.0
Tiger:MTFCC,1,0.0018,0.0,0.0
abandoned,1,0.0018,0.0,0.0
abandoned:place,1,0.0018,0.0,0.0
abonded:place,1,0.0018,0.0,0.0
addr:city,1,0.0018,0.0,0.0
aerialway:summer:access,1,0.0018,0.0,0.0
barrier:barbed_wire,1,0.0018,0.0,0.0
bench,1,0.0018,0.0,0.0
bridge:name,1,0.0018,0.0,0.0
building:levels,1,0.0018,0.0,0.0
camping,1,0.0018,0.0,0.0
capacity:disabled,1,0.0018,0.0,0.0
cpad:unitid,1,0.0018,0.0,0.0
cuisine,1,0.0018,0.0,0.0
denomination,1,0.0018,0.0,0.0
disused,1,0.0018,0.0,0.0
email,1,0.0018,0.0,0.0
group_only,1,0.0018,0.0,0.0
hgv:national_network,1,0.0018,0.0,0.0
information,1,0.0018,0.0,0.0
inscription,1,0.0018,0.0,0.0
latitude,1,0.0018,0.0,0.0
loc_name,1,0.0018,0.0,0.0
longitude,1,0.0018,0.0,0.0
marker,1,0.0018,0.0,0.0
name:absent,1,0.0018,0.0,0.0
name:ru,1,0.0018,0.0,0.0
noname,1,0.0018,0.0,0.0
off-road,1,0.0018,0.0,0.0
ohv,1,0.0018,0.0,0.0
old_railway_operator,1,0.0018,0.0,0.0
opening_hours,1,0.0018,0.0,0.0
phone,1,0.0018,0.0,0.0
piste:difficulty,1,0.0018,0.0,0.0
piste:type,1,0.0018,0.0,0.0
railway,1,0.0018,0.0,0.0
religion,1,0.0018,0.0,0.0
source:hgv:national_network,1,0.0018,0.0,0.0
source:maxspeed,1,0.0018,0.0,0.0
sport,1,0.0018,0.0,0.0
swing_gate:type,1,0.0018,0.0,0.0
tiger:ALAND,1,0.0018,0.0,0.0
tiger:AWATER,1,0.0018,0.0,0.0
tiger:CLASSFP,1,0.0018,0.0,0.0
tiger:CPI,1,0.0018,0.0,0.0
tiger:FUNCSTAT,1,0.0018,0.0,0.0
tiger:LSAD,1,0.0018,0.0,0.0
tiger:MTFCC,1,0.0018,0.0,0.0
tiger:NAME,1,0.0018,0.0,0.0
tiger:NAMELSAD,1,0.0018,0.0,0.0
tiger:PCICBSA,1,0.0018,0.0,0.0
tiger:PCINECTA,1,0.0018,0.0,0.0
tiger:PLACEFP,1,0.0018,0.0,0.0
tiger:PLACENS,1,0.0018,0.0,0.0
tiger:PLCIDFP,1,0.0018,0.0,0.0
tiger:STATEFP,1,0.0018,0.0,0.0
tiger:zip_left_5,1,0.0018,0.0,0.0
toilets:position,1,0.0018,0.0,0.0
water is on,1,0.0018,0.0,0.0
wires,1,0.0018,0.0,0.0
