key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
keepme,321,0.0225,5250.0,64991.6667
pcode:2,267,0.0187,26600.0,324750.0
tracktype,249,0.0175,1678.5714,21539.2857
density,245,0.0172,24400.0,297983.3333
man_made,240,0.0168,23900.0,291900.0
sahana_id,217,0.0152,21600.0,263916.6667
sport,196,0.0138,19500.0,238366.6667
foot,193,0.0135,19200.0,234716.6667
name:source,186,0.0131,18500.0,226200.0
fixme:tourism,167,0.0117,16600.0,203083.3333
name:en,158,0.0111,15700.0,192133.3333
is_in,150,0.0105,2042.8571,25971.4286
religion,144,0.0101,14300.0,175100.0
aeroway,143,0.01,1200.0,15716.6667
name:fr,140,0.0098,418.5185,6208.642
alt_name,139,0.0098,13800.0,169016.6667
date,133,0.0093,13200.0,161716.6667
impassable,115,0.0081,11400.0,139816.6667
name:ht,114,0.008,2750.0,34575.0
ID,109,0.0077,10800.0,132516.6667
tunnel,102,0.0072,10100.0,124000.0
bed,101,0.0071,10000.0,122783.3333
source_ref,98,0.0069,4800.0,59516.6667
source:ref,97,0.0068,9600.0,117916.6667
type,95,0.0067,1483.3333,19163.8889
key,88,0.0062,8700.0,106966.6667
imagery,84,0.0059,8300.0,102100.0
pcode:3,83,0.0058,8200.0,100883.3333
phone,78,0.0055,7700.0,94800.0
Source,68,0.0048,6700.0,82633.3333
embankment,68,0.0048,6700.0,82633.3333
intermittent,68,0.0048,6700.0,82633.3333
source:sahana,67,0.0047,6600.0,81416.6667
hires,65,0.0046,6400.0,78983.3333
sensor,62,0.0044,6100.0,75333.3333
wikipedia:en,60,0.0042,900.0,12066.6667
addr:street,56,0.0039,1300.0,16933.3333
operator,56,0.0039,833.3333,11255.5556
denomination,54,0.0038,5300.0,65600.0
firesideint:schooltag,52,0.0037,5100.0,63166.6667
is_in:country,52,0.0037,5100.0,63166.6667
name:es,52,0.0037,642.8571,8938.0952
task,50,0.0035,4900.0,60733.3333
level,45,0.0032,4400.0,54650.0
addr:city,42,0.0029,1300.0,16933.3333
history,42,0.0029,600.0,8416.6667
sourec,40,0.0028,3900.0,48566.6667
junction,39,0.0027,1200.0,15716.6667
ref:sahana_id,39,0.0027,3800.0,47350.0
description,38,0.0027,1166.6667,15311.1111
is_in:Department,38,0.0027,3700.0,46133.3333
addr:housenumber,37,0.0026,825.0,11154.1667
source:alt_name,37,0.0026,3600.0,44916.6667
source:addr,36,0.0025,1100.0,14500.0
comment,35,0.0025,3400.0,42483.3333
addr,34,0.0024,3300.0,41266.6667
earthquake,32,0.0022,3100.0,38833.3333
is_in:city,32,0.0022,3100.0,38833.3333
noexit,32,0.0022,3100.0,38833.3333
source:url,31,0.0022,3000.0,37616.6667
wikipedia:ht,31,0.0022,3000.0,37616.6667
bicycle,30,0.0021,2900.0,36400.0
historic,30,0.0021,2900.0,36400.0
refugees,30,0.0021,2900.0,36400.0
access,29,0.002,866.6667,11661.1111
shop,29,0.002,2800.0,35183.3333
source_2,27,0.0019,2600.0,32750.0
website,27,0.0019,2600.0,32750.0
wetland,27,0.0019,2600.0,32750.0
cables,26,0.0018,2500.0,31533.3333
grade,26,0.0018,2500.0,31533.3333
seamark:landmark:category,26,0.0018,2500.0,31533.3333
seamark:landmark:name,26,0.0018,2500.0,31533.3333
seamark:light:1:colour,26,0.0018,2500.0,31533.3333
seamark:light:character,26,0.0018,2500.0,31533.3333
seamark:light:ref,26,0.0018,2500.0,31533.3333
seamark:type,26,0.0018,2500.0,31533.3333
iata,25,0.0018,316.6667,4969.4444
icao,25,0.0018,316.6667,4969.4444
is_in:Arrondissement,25,0.0018,2400.0,30316.6667
source:building,25,0.0018,2400.0,30316.6667
url,25,0.0018,2400.0,30316.6667
wires,25,0.0018,2400.0,30316.6667
addr:full,22,0.0015,2100.0,26666.6667
buliding,22,0.0015,2100.0,26666.6667
seamark:light:1:nominal_range,22,0.0015,2100.0,26666.6667
souce,22,0.0015,2100.0,26666.6667
source:is_in,22,0.0015,2100.0,26666.6667
seamark:light:period,21,0.0015,2000.0,25450.0
source ,21,0.0015,2000.0,25450.0
buildings,20,0.0014,1900.0,24233.3333
source:name:ht,20,0.0014,1900.0,24233.3333
city_served,19,0.0013,280.0,4523.3333
country,19,0.0013,850.0,11458.3333
int_name,18,0.0013,1700.0,21800.0
seamark:light:height,18,0.0013,1700.0,21800.0
source:name:fr,18,0.0013,1700.0,21800.0
tower:type,18,0.0013,1700.0,21800.0
lit,17,0.0012,325.0,5070.8333
eathquake:damage,16,0.0011,1500.0,19366.6667
lanes,16,0.0011,166.6667,3144.4444
wikipedia:fr,16,0.0011,1500.0,19366.6667
high,15,0.0011,1400.0,18150.0
operational_status,15,0.0011,1400.0,18150.0
fenced,14,0.001,1300.0,16933.3333
left:country,14,0.001,1300.0,16933.3333
name_1,14,0.001,1300.0,16933.3333
right:country,14,0.001,1300.0,16933.3333
source:image,14,0.001,1300.0,16933.3333
unclassified road,14,0.001,1300.0,16933.3333
wikipedia,14,0.001,-48.1481,530.8642
contact,13,0.0009,1200.0,15716.6667
hospital,13,0.0009,1200.0,15716.6667
residential,13,0.0009,1200.0,15716.6667
road,13,0.0009,1200.0,15716.6667
car,12,0.0008,1100.0,14500.0
seamark:light:1,12,0.0008,1100.0,14500.0
seamark:light:group,12,0.0008,1100.0,14500.0
na,11,0.0008,1000.0,13283.3333
orientation,11,0.0008,1000.0,13283.3333
retaining wall,11,0.0008,1000.0,13283.3333
soure,11,0.0008,1000.0,13283.3333
COMMUNE,10,0.0007,900.0,12066.6667
DEPARTEMEN,10,0.0007,900.0,12066.6667
Key Info:,10,0.0007,900.0,12066.6667
height,10,0.0007,900.0,12066.6667
highway:obstacle,10,0.0007,900.0,12066.6667
id,10,0.0007,900.0,12066.6667
is_in:country_code,10,0.0007,66.6667,1927.7778
map_extent,10,0.0007,900.0,12066.6667
smoothness,10,0.0007,900.0,12066.6667
so,10,0.0007,900.0,12066.6667
wheelchair,10,0.0007,900.0,12066.6667
Humanitarian:Obstacle:Type,9,0.0006,800.0,10850.0
capacity,9,0.0006,800.0,10850.0
ims:id,9,0.0006,800.0,10850.0
fort,8,0.0006,700.0,9633.3333
harbour,8,0.0006,700.0,9633.3333
ims:media_type,8,0.0006,700.0,9633.3333
military,8,0.0006,700.0,9633.3333
refuge,8,0.0006,700.0,9633.3333
source:ushahidi,8,0.0006,700.0,9633.3333
Humanitarian:Road:Practicability,7,0.0005,600.0,8416.6667
Humanitarian:Road:Security,7,0.0005,600.0,8416.6667
addr:country,7,0.0005,40.0,1603.3333
buiding,7,0.0005,600.0,8416.6667
contributed_by,7,0.0005,600.0,8416.6667
health_facility:number_of_beds,7,0.0005,600.0,8416.6667
length,7,0.0005,600.0,8416.6667
alt_name:ht,6,0.0004,500.0,7200.0
ford,6,0.0004,500.0,7200.0
noname,6,0.0004,500.0,7200.0
source:alt_name:ht,6,0.0004,500.0,7200.0
source:bridge,6,0.0004,500.0,7200.0
source:highway,6,0.0004,500.0,7200.0
source:length:url,6,0.0004,500.0,7200.0
undefined,6,0.0004,500.0,7200.0
website2,6,0.0004,500.0,7200.0
HealthC_ID,5,0.0004,400.0,5983.3333
Key_Info:,5,0.0004,400.0,5983.3333
blocked,5,0.0004,400.0,5983.3333
closest_town,5,0.0004,400.0,5983.3333
historical,5,0.0004,400.0,5983.3333
ims:frequency,5,0.0004,400.0,5983.3333
name:de,5,0.0004,400.0,5983.3333
name:pt-br,5,0.0004,400.0,5983.3333
resolution,5,0.0004,400.0,5983.3333
site_type,5,0.0004,400.0,5983.3333
source2,5,0.0004,400.0,5983.3333
source:amenity,5,0.0004,400.0,5983.3333
source:population,5,0.0004,400.0,5983.3333
source:ref:version,5,0.0004,400.0,5983.3333
sub_sea,5,0.0004,400.0,5983.3333
water,5,0.0004,400.0,5983.3333
address,4,0.0003,300.0,4766.6667
alt_source,4,0.0003,300.0,4766.6667
atm,4,0.0003,300.0,4766.6667
boudary,4,0.0003,300.0,4766.6667
capital:Department,4,0.0003,300.0,4766.6667
collapsed,4,0.0003,300.0,4766.6667
hgv,4,0.0003,300.0,4766.6667
impassible,4,0.0003,300.0,4766.6667
info_date,4,0.0003,300.0,4766.6667
motorcar,4,0.0003,300.0,4766.6667
orig:location,4,0.0003,300.0,4766.6667
picture,4,0.0003,300.0,4766.6667
power_source,4,0.0003,300.0,4766.6667
railway,4,0.0003,300.0,4766.6667
source:capacity,4,0.0003,300.0,4766.6667
source_ref:alt_name,4,0.0003,300.0,4766.6667
source_ref:capacity,4,0.0003,300.0,4766.6667
source_ref:ref,4,0.0003,300.0,4766.6667
vehicle,4,0.0003,300.0,4766.6667
Facebook,3,0.0002,200.0,3550.0
Humanitarian:Obstacle:OperationalStatus,3,0.0002,200.0,3550.0
camp,3,0.0002,200.0,3550.0
condition,3,0.0002,200.0,3550.0
contact:email,3,0.0002,200.0,3550.0
country ,3,0.0002,200.0,3550.0
disused,3,0.0002,200.0,3550.0
fence,3,0.0002,200.0,3550.0
harbour:name,3,0.0002,200.0,3550.0
harbour:namenational,3,0.0002,200.0,3550.0
key_info:,3,0.0002,200.0,3550.0
motorcycle,3,0.0002,200.0,3550.0
name:MINUSTAH,3,0.0002,200.0,3550.0
name:zh,3,0.0002,-76.9231,180.7692
old_name,3,0.0002,200.0,3550.0
organization,3,0.0002,200.0,3550.0
ref:Sahana_id,3,0.0002,200.0,3550.0
sahana:address,3,0.0002,200.0,3550.0
servce,3,0.0002,200.0,3550.0
sou,3,0.0002,200.0,3550.0
sourc,3,0.0002,200.0,3550.0
source:date,3,0.0002,200.0,3550.0
source:health_facility:access,3,0.0002,200.0,3550.0
source:is_in:city,3,0.0002,200.0,3550.0
source:landuse,3,0.0002,200.0,3550.0
source:waterway,3,0.0002,200.0,3550.0
source_ref1,3,0.0002,200.0,3550.0
source_ref:CDC/USAID PMTCT,3,0.0002,200.0,3550.0
temporary,3,0.0002,200.0,3550.0
was:highway,3,0.0002,200.0,3550.0
wdb:source,3,0.0002,200.0,3550.0
width,3,0.0002,200.0,3550.0
Name,2,0.0001,100.0,2333.3333
Sahana:is_in:city,2,0.0001,100.0,2333.3333
Sahana:name,2,0.0001,100.0,2333.3333
abandoned,2,0.0001,100.0,2333.3333
abutters,2,0.0001,-66.6667,305.5556
addr:housenumer,2,0.0001,100.0,2333.3333
amenitiy,2,0.0001,100.0,2333.3333
building with H on top,2,0.0001,100.0,2333.3333
campsite,2,0.0001,100.0,2333.3333
canal,2,0.0001,100.0,2333.3333
community,2,0.0001,100.0,2333.3333
cutting,2,0.0001,100.0,2333.3333
farmland,2,0.0001,100.0,2333.3333
goods,2,0.0001,100.0,2333.3333
harbour:LOCODE,2,0.0001,100.0,2333.3333
harbour:web,2,0.0001,100.0,2333.3333
health_facility:MCH,2,0.0001,100.0,2333.3333
health_facility:access,2,0.0001,100.0,2333.3333
humanitarian:road:operationalstatus,2,0.0001,100.0,2333.3333
humanitarian:road:operationalstatusquality,2,0.0001,100.0,2333.3333
information,2,0.0001,100.0,2333.3333
is in,2,0.0001,100.0,2333.3333
name:pt,2,0.0001,100.0,2333.3333
no_natural,2,0.0001,100.0,2333.3333
not,2,0.0001,100.0,2333.3333
note ,2,0.0001,100.0,2333.3333
note1,2,0.0001,100.0,2333.3333
note_2,2,0.0001,100.0,2333.3333
parking,2,0.0001,100.0,2333.3333
pcode2:,2,0.0001,100.0,2333.3333
phone_2,2,0.0001,100.0,2333.3333
sahana:facility_status,2,0.0001,100.0,2333.3333
sahana:phone_business,2,0.0001,100.0,2333.3333
seamark:light:#:sector_end,2,0.0001,100.0,2333.3333
seamark:light:#:sector_start,2,0.0001,100.0,2333.3333
seamark:light:1:sector_end,2,0.0001,100.0,2333.3333
seamark:light:1:sector_start,2,0.0001,100.0,2333.3333
service_type,2,0.0001,100.0,2333.3333
source:abandoned,2,0.0001,100.0,2333.3333
source:address,2,0.0001,100.0,2333.3333
source:health_facility:MCH,2,0.0001,100.0,2333.3333
source:old_name,2,0.0001,100.0,2333.3333
source_ref:addr,2,0.0001,100.0,2333.3333
source_ref:is_in:city,2,0.0001,100.0,2333.3333
source_ref_2,2,0.0001,100.0,2333.3333
subsea,2,0.0001,100.0,2333.3333
todo,2,0.0001,100.0,2333.3333
tower:type:fixme,2,0.0001,100.0,2333.3333
well,2,0.0001,100.0,2333.3333
AIRE_KM2,1,0.0001,0.0,1116.6667
AREA_KM,1,0.0001,0.0,1116.6667
AREA_RU_KM,1,0.0001,0.0,1116.6667
AREA_RU_M,1,0.0001,0.0,1116.6667
AREA_UR_KM,1,0.0001,0.0,1116.6667
AREA_UR_M,1,0.0001,0.0,1116.6667
BATIMENTS,1,0.0001,0.0,1116.6667
Beds,1,0.0001,0.0,1116.6667
Damage,1,0.0001,0.0,1116.6667
FAM_UTS_RU,1,0.0001,0.0,1116.6667
FAM_UTS_UR,1,0.0001,0.0,1116.6667
FEMMES,1,0.0001,0.0,1116.6667
Fixme,1,0.0001,0.0,1116.6667
Fort Dimanche,1,0.0001,0.0,1116.6667
HOMMES,1,0.0001,0.0,1116.6667
HOUSES_RU,1,0.0001,0.0,1116.6667
HOUSES_UR,1,0.0001,0.0,1116.6667
Houses,1,0.0001,0.0,1116.6667
ID_COMM,1,0.0001,0.0,1116.6667
ID_COMMUNE,1,0.0001,0.0,1116.6667
ID_SECTION,1,0.0001,0.0,1116.6667
Landuse,1,0.0001,0.0,1116.6667
MENAGES,1,0.0001,0.0,1116.6667
MOINS_5_AN,1,0.0001,0.0,1116.6667
NOM_SECTIO,1,0.0001,0.0,1116.6667
NO_DEP,1,0.0001,0.0,1116.6667
NO_SECTION,1,0.0001,0.0,1116.6667
OBJECTID,1,0.0001,0.0,1116.6667
OBJECTID_1,1,0.0001,0.0,1116.6667
OID_,1,0.0001,0.0,1116.6667
POPULATION,1,0.0001,0.0,1116.6667
POP_DENS,1,0.0001,0.0,1116.6667
POP_RU,1,0.0001,0.0,1116.6667
POP_UR,1,0.0001,0.0,1116.6667
Sahana:address,1,0.0001,0.0,1116.6667
Section,1,0.0001,0.0,1116.6667
Surgical,1,0.0001,0.0,1116.6667
UNIQ,1,0.0001,0.0,1116.6667
_ANS_ET,1,0.0001,0.0,1116.6667
abandoned:comment,1,0.0001,0.0,1116.6667
ac:color,1,0.0001,0.0,1116.6667
ac:easting,1,0.0001,0.0,1116.6667
ac:entityFlags,1,0.0001,0.0,1116.6667
ac:layer_name,1,0.0001,0.0,1116.6667
ac:northing,1,0.0001,0.0,1116.6667
ac:part_of_poly,1,0.0001,0.0,1116.6667
airway,1,0.0001,0.0,1116.6667
altname,1,0.0001,0.0,1116.6667
barrier:type,1,0.0001,0.0,1116.6667
barriere,1,0.0001,0.0,1116.6667
buidings,1,0.0001,0.0,1116.6667
buidling,1,0.0001,0.0,1116.6667
community:en,1,0.0001,0.0,1116.6667
community:fr,1,0.0001,0.0,1116.6667
contact:mail,1,0.0001,0.0,1116.6667
crossing,1,0.0001,-50.0,508.3333
crossing_ref,1,0.0001,-50.0,508.3333
disusedd:comment,1,0.0001,0.0,1116.6667
drinkable,1,0.0001,0.0,1116.6667
earthquake damage,1,0.0001,0.0,1116.6667
earthquake<.damage,1,0.0001,0.0,1116.6667
end_date,1,0.0001,0.0,1116.6667
fimxe,1,0.0001,0.0,1116.6667
fix-me,1,0.0001,0.0,1116.6667
fixme:comment,1,0.0001,0.0,1116.6667
fixmee,1,0.0001,0.0,1116.6667
former_refugee,1,0.0001,0.0,1116.6667
former_tourism,1,0.0001,0.0,1116.6667
harbour:type,1,0.0001,0.0,1116.6667
hi,1,0.0001,0.0,1116.6667
horse,1,0.0001,0.0,1116.6667
hospital_facility:access,1,0.0001,0.0,1116.6667
hospital_specialization,1,0.0001,0.0,1116.6667
humanitarian:obstacle:operationalstatus,1,0.0001,0.0,1116.6667
humanitarian:obstacle:operationalstatusquality,1,0.0001,0.0,1116.6667
imappasble,1,0.0001,0.0,1116.6667
impassable:comment,1,0.0001,0.0,1116.6667
landslide,1,0.0001,0.0,1116.6667
lighthouse,1,0.0001,0.0,1116.6667
manmade,1,0.0001,0.0,1116.6667
motor_vehicle,1,0.0001,0.0,1116.6667
nam,1,0.0001,0.0,1116.6667
nature,1,0.0001,0.0,1116.6667
note:fixme,1,0.0001,0.0,1116.6667
note:source_ref:name,1,0.0001,0.0,1116.6667
note_3,1,0.0001,0.0,1116.6667
official_name,1,0.0001,-96.2963,-54.9383
official_name:en,1,0.0001,-96.2963,-54.9383
pcode:,1,0.0001,0.0,1116.6667
pid,1,0.0001,0.0,1116.6667
route,1,0.0001,0.0,1116.6667
sahana:is_in:city,1,0.0001,0.0,1116.6667
sahana:name,1,0.0001,0.0,1116.6667
seamark:light:status,1,0.0001,0.0,1116.6667
seasonal,1,0.0001,0.0,1116.6667
soruce,1,0.0001,0.0,1116.6667
sour:is_in,1,0.0001,0.0,1116.6667
source:name:en,1,0.0001,0.0,1116.6667
source:operator,1,0.0001,0.0,1116.6667
source:phone,1,0.0001,0.0,1116.6667
source:position,1,0.0001,-50.0,508.3333
source:source,1,0.0001,0.0,1116.6667
source_2_ref,1,0.0001,0.0,1116.6667
source_ref:name,1,0.0001,0.0,1116.6667
sources,1,0.0001,0.0,1116.6667
soure:name:ht,1,0.0001,0.0,1116.6667
start_date,1,0.0001,0.0,1116.6667
step_count,1,0.0001,0.0,1116.6667
surce,1,0.0001,0.0,1116.6667
tourism ,1,0.0001,0.0,1116.6667
tower:construction,1,0.0001,0.0,1116.6667
trees,1,0.0001,0.0,1116.6667
unsure,1,0.0001,0.0,1116.6667
valley,1,0.0001,0.0,1116.6667
wall,1,0.0001,0.0,1116.6667
wall or way,1,0.0001,0.0,1116.6667
wetöamd,1,0.0001,0.0,1116.6667
