key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
paho:id,1411,0.4934,141000.0,141000.0
paho:region_id,1411,0.4934,141000.0,141000.0
paho:commune_id,1407,0.492,140600.0,140600.0
pump_type,1399,0.4892,139800.0,139800.0
note,1391,0.4864,34675.0,34675.0
haiti:code,1315,0.4598,302.1407,302.1407
haiti:source_file,1294,0.4525,295.7187,295.7187
haiti:import_file,1290,0.4511,294.4954,294.4954
haiti:type,1290,0.4511,294.4954,294.4954
haiti:source,1289,0.4507,294.1896,294.1896
haiti:objectid,1288,0.4504,293.8838,293.8838
haiti:nom2,1284,0.449,292.6606,292.6606
haiti:nom,1282,0.4483,292.0489,292.0489
man_made,1190,0.4161,118900.0,118900.0
waterway,1182,0.4133,118100.0,118100.0
school_type,1126,0.3937,112500.0,112500.0
water_quality_issue,1110,0.3881,110900.0,110900.0
bridge,1109,0.3878,110800.0,110800.0
school_sector,1025,0.3584,102400.0,102400.0
height,1020,0.3567,101900.0,101900.0
school_district,988,0.3455,98700.0,98700.0
hfac_type,975,0.3409,97400.0,97400.0
opening_hours,975,0.3409,97400.0,97400.0
paho:type,850,0.2972,84900.0,84900.0
school_ht_fondamental_1er_et_2e_cycle,845,0.2955,84400.0,84400.0
source:image,758,0.265,75700.0,75700.0
health_facility:type,756,0.2643,75500.0,75500.0
barrier,719,0.2514,35850.0,35850.0
souce,716,0.2504,71500.0,71500.0
religion,708,0.2476,70700.0,70700.0
base material values,702,0.2455,70100.0,70100.0
bridge_type,669,0.2339,66800.0,66800.0
denomination,663,0.2318,66200.0,66200.0
transportation_use_category,656,0.2294,65500.0,65500.0
education_structure_type,640,0.2238,63900.0,63900.0
school_license,639,0.2234,63800.0,63800.0
date,621,0.2171,62000.0,62000.0
source:name,601,0.2101,29950.0,29950.0
school_ht_prescolaire,571,0.1997,57000.0,57000.0
Attribute source date,526,0.1839,52500.0,52500.0
humanitarian_use,526,0.1839,52500.0,52500.0
layer,494,0.1727,24600.0,24600.0
FIXME,490,0.1713,48900.0,48900.0
school_ht_fondamental_3e_cycle_et_Secondaire,461,0.1612,46000.0,46000.0
hfac_bed,459,0.1605,45800.0,45800.0
ford,458,0.1601,45700.0,45700.0
sector,454,0.1587,45300.0,45300.0
barrier:obstacle_type,430,0.1504,42900.0,42900.0
source:imagery,429,0.15,42800.0,42800.0
addr:full,418,0.1462,41700.0,41700.0
ref,380,0.1329,7500.0,7500.0
OperationalStatus,373,0.1304,37200.0,37200.0
boundary,355,0.1241,35400.0,35400.0
access,346,0.121,11433.3333,11433.3333
OperationalStatusQuality,337,0.1178,33600.0,33600.0
leisure,329,0.115,10866.6667,10866.6667
description,318,0.1112,10500.0,10500.0
area,317,0.1108,6240.0,6240.0
tourism,314,0.1098,7750.0,7750.0
Humanitarian:HealthFacility:OrganizationType,313,0.1094,31200.0,31200.0
hum_use,309,0.108,30800.0,30800.0
capacity,275,0.0962,27400.0,27400.0
maxspeed,272,0.0951,27100.0,27100.0
place,271,0.0948,530.2326,530.2326
name:en,268,0.0937,26700.0,26700.0
foot,267,0.0934,26600.0,26600.0
name:fr,265,0.0927,881.4815,881.4815
barrier_bypass,251,0.0878,25000.0,25000.0
motorcycle,246,0.086,24500.0,24500.0
noexit,246,0.086,24500.0,24500.0
proximity,246,0.086,24500.0,24500.0
name:botanical,236,0.0825,23500.0,23500.0
imagery,233,0.0815,23200.0,23200.0
AttributeSourceType,231,0.0808,23000.0,23000.0
bicycle,222,0.0776,22100.0,22100.0
highres,222,0.0776,22100.0,22100.0
imagery:date,222,0.0776,22100.0,22100.0
address:country,213,0.0745,21200.0,21200.0
power,209,0.0731,20800.0,20800.0
program_aquatab,207,0.0724,20600.0,20600.0
health_facility:bed,200,0.0699,19900.0,19900.0
motorcar,198,0.0692,19700.0,19700.0
boat,193,0.0675,19200.0,19200.0
operator id,193,0.0675,19200.0,19200.0
Attribut_source_type,192,0.0671,19100.0,19100.0
address:city,192,0.0671,19100.0,19100.0
oneway,190,0.0664,691.6667,691.6667
Geometry source date,189,0.0661,18800.0,18800.0
Attribute_Source_Type,187,0.0654,18600.0,18600.0
AttributeSource date,185,0.0647,18400.0,18400.0
source2,183,0.064,18200.0,18200.0
HasCampResidentCommittee,180,0.0629,17900.0,17900.0
settlement_type,174,0.0608,17300.0,17300.0
refugee,170,0.0594,16900.0,16900.0
sport,169,0.0591,16800.0,16800.0
Geometry source name,168,0.0587,16700.0,16700.0
addr:housenumber,164,0.0573,4000.0,4000.0
addr:postal_code,157,0.0549,15600.0,15600.0
office,155,0.0542,15400.0,15400.0
dispensing,149,0.0521,14800.0,14800.0
addr:postcode,148,0.0517,7300.0,7300.0
fee,147,0.0514,14600.0,14600.0
camp_registered,145,0.0507,14400.0,14400.0
ele,143,0.05,450.0,450.0
horse,142,0.0497,14100.0,14100.0
Geometrie_source_type,141,0.0493,14000.0,14000.0
address,140,0.049,13900.0,13900.0
copythis,137,0.0479,2183.3333,2183.3333
op_status,137,0.0479,13600.0,13600.0
earthquake:damage,136,0.0476,13500.0,13500.0
psv,134,0.0469,13300.0,13300.0
hgv,131,0.0458,13000.0,13000.0
email,130,0.0455,12900.0,12900.0
orig:location,130,0.0455,12900.0,12900.0
agricultural,127,0.0444,12600.0,12600.0
service,126,0.0441,12500.0,12500.0
prac,125,0.0437,12400.0,12400.0
floodable,123,0.043,12200.0,12200.0
goods,123,0.043,12200.0,12200.0
camp_management_agency,122,0.0427,12100.0,12100.0
admin_level,120,0.042,11900.0,11900.0
sahana_id,120,0.042,11900.0,11900.0
wheelchair,119,0.0416,11800.0,11800.0
building_status,118,0.0413,11700.0,11700.0
Attribute source name,114,0.0399,11300.0,11300.0
phoneemergency,113,0.0395,11200.0,11200.0
aerialway,112,0.0392,11100.0,11100.0
boundary_admin_level1_name,112,0.0392,11100.0,11100.0
court,111,0.0388,11000.0,11000.0
court_srf,103,0.036,10200.0,10200.0
camp_assessed,102,0.0357,10100.0,10100.0
phonebusiness,101,0.0353,10000.0,10000.0
address:ward,99,0.0346,9800.0,9800.0
average_waiting_time,99,0.0346,9800.0,9800.0
paved,95,0.0332,9400.0,9400.0
2008_use,93,0.0325,9200.0,9200.0
flooded,93,0.0325,9200.0,9200.0
hfac_current_bed_use,92,0.0322,9100.0,9100.0
2009_use,91,0.0318,9000.0,9000.0
2010_use,91,0.0318,9000.0,9000.0
fixme,89,0.0311,2125.0,2125.0
futur_use,89,0.0311,8800.0,8800.0
source:sahana,89,0.0311,8800.0,8800.0
roof_base_mtrl,87,0.0304,8600.0,8600.0
kitchen,86,0.0301,8500.0,8500.0
type de structure,84,0.0294,8300.0,8300.0
toilet_num,82,0.0287,8100.0,8100.0
rehab_need,77,0.0269,7600.0,7600.0
Capacity,75,0.0262,7400.0,7400.0
security,75,0.0262,7400.0,7400.0
note:by,74,0.0259,7300.0,7300.0
tap,73,0.0255,7200.0,7200.0
telecommunication,73,0.0255,7200.0,7200.0
use,72,0.0252,7100.0,7100.0
quantity,70,0.0245,6900.0,6900.0
kitchen_eq,69,0.0241,6800.0,6800.0
tap_status,69,0.0241,6800.0,6800.0
operational,68,0.0238,6700.0,6700.0
source 2,68,0.0238,6700.0,6700.0
geometrie_source_type,65,0.0227,6400.0,6400.0
source type,65,0.0227,6400.0,6400.0
waterpoint_type,65,0.0227,6400.0,6400.0
cuisine,64,0.0224,3100.0,3100.0
attribute_source-date,61,0.0213,6000.0,6000.0
Atribut Source date,60,0.021,5900.0,5900.0
Genre,60,0.021,5900.0,5900.0
camp_type,59,0.0206,5800.0,5800.0
statut operationnel,58,0.0203,5700.0,5700.0
operator_installation,55,0.0192,5400.0,5400.0
service_quality,55,0.0192,5400.0,5400.0
width,55,0.0192,5400.0,5400.0
zone,55,0.0192,5400.0,5400.0
contact,54,0.0189,5300.0,5300.0
source_ref,54,0.0189,2600.0,2600.0
source:url,53,0.0185,5200.0,5200.0
contact person,52,0.0182,5100.0,5100.0
internet_access,52,0.0182,5100.0,5100.0
name:ht,50,0.0175,1150.0,1150.0
admin_2_nm,49,0.0171,4800.0,4800.0
admin_3_nm,49,0.0171,4800.0,4800.0
tower:type,49,0.0171,4800.0,4800.0
type de stucture,49,0.0171,4800.0,4800.0
contact_ person,48,0.0168,4700.0,4700.0
operator type,48,0.0168,4700.0,4700.0
name:source,47,0.0164,4600.0,4600.0
shower_num,47,0.0164,4600.0,4600.0
attribut_source_date,46,0.0161,4500.0,4500.0
place:area,46,0.0161,4500.0,4500.0
population,46,0.0161,1050.0,1050.0
task,46,0.0161,4500.0,4500.0
Name,45,0.0157,4400.0,4400.0
departement,45,0.0157,4400.0,4400.0
obstacle_type,45,0.0157,4400.0,4400.0
registry_name,45,0.0157,4400.0,4400.0
Geometrie_source_date,44,0.0154,4300.0,4300.0
generator,44,0.0154,4300.0,4300.0
is_in,44,0.0154,528.5714,528.5714
addr:ward,43,0.015,4200.0,4200.0
historic,43,0.015,4200.0,4200.0
passing_places,43,0.015,4200.0,4200.0
Commune,40,0.014,3900.0,3900.0
frequency,40,0.014,3900.0,3900.0
hcare_ctc,40,0.014,3900.0,3900.0
paho:damage,40,0.014,3900.0,3900.0
paho:damage:date,40,0.014,3900.0,3900.0
paho:damage:source,40,0.014,3900.0,3900.0
school_zone,40,0.014,3900.0,3900.0
type d'alimentation,40,0.014,3900.0,3900.0
whs_unit,40,0.014,3900.0,3900.0
source:ref,39,0.0136,3800.0,3800.0
num_building,38,0.0133,3700.0,3700.0
attribute_ source_ date,36,0.0126,3500.0,3500.0
density,36,0.0126,3500.0,3500.0
medecins,36,0.0126,3500.0,3500.0
Capacite,35,0.0122,3400.0,3400.0
point,35,0.0122,3400.0,3400.0
adress,34,0.0119,3300.0,3300.0
classe,34,0.0119,3300.0,3300.0
internet_access:fee,34,0.0119,3300.0,3300.0
smoking,34,0.0119,3300.0,3300.0
Organization_Name,33,0.0115,3200.0,3200.0
atribut souce name,33,0.0115,3200.0,3200.0
infirmieres,33,0.0115,3200.0,3200.0
pop_estimates_site_hou,33,0.0115,3200.0,3200.0
statut operationel,33,0.0115,3200.0,3200.0
toilet_bad,33,0.0115,3200.0,3200.0
tracktype,33,0.0115,135.7143,135.7143
cap_ind_g1,32,0.0112,3100.0,3100.0
pos_sol:,32,0.0112,3100.0,3100.0
stars,32,0.0112,1500.0,1500.0
camp_management_agency_name,31,0.0108,3000.0,3000.0
paho:operational_status,31,0.0108,3000.0,3000.0
paho:operational_status:date,31,0.0108,3000.0,3000.0
paho:operational_status:source,31,0.0108,3000.0,3000.0
NAME,30,0.0105,2900.0,2900.0
cap_sm_g1,30,0.0105,2900.0,2900.0
toilet_med,30,0.0105,2900.0,2900.0
Operator type,29,0.0101,2800.0,2800.0
addresse,29,0.0101,2800.0,2800.0
pcode:2,29,0.0101,2800.0,2800.0
surfacecondition,29,0.0101,2800.0,2800.0
brand,28,0.0098,2700.0,2700.0
metal_bldg,28,0.0098,2700.0,2700.0
tank_open,28,0.0098,2700.0,2700.0
Address:street,27,0.0094,2600.0,2600.0
Adress,27,0.0094,2600.0,2600.0
Quantity,27,0.0094,2600.0,2600.0
address:street,27,0.0094,2600.0,2600.0
alimentation electrique,27,0.0094,2600.0,2600.0
intermittent,27,0.0094,2600.0,2600.0
mapping_error,27,0.0094,2600.0,2600.0
quantité,27,0.0094,2600.0,2600.0
contact_person_crc,26,0.0091,2500.0,2500.0
source:geometry,26,0.0091,2500.0,2500.0
toilet_gd,26,0.0091,2500.0,2500.0
Geometry_source_name,25,0.0087,2400.0,2400.0
address:country_national_code,25,0.0087,2400.0,2400.0
admin_1_nm,25,0.0087,2400.0,2400.0
alt_name,25,0.0087,2400.0,2400.0
conc_bldg,25,0.0087,2400.0,2400.0
hcare_ors,25,0.0087,2400.0,2400.0
mapping_practices,25,0.0087,2400.0,2400.0
alimentation,24,0.0084,2300.0,2300.0
cap_ind,24,0.0084,2300.0,2300.0
lanes,24,0.0084,300.0,300.0
phone_crc,24,0.0084,2300.0,2300.0
voltage:,24,0.0084,2300.0,2300.0
geometrie souce name,23,0.008,2200.0,2200.0
parking,23,0.008,2200.0,2200.0
url,23,0.008,2200.0,2200.0
Attribut_source-date,22,0.0077,2100.0,2100.0
HealthFacilityCapacityDescription,22,0.0077,2100.0,2100.0
HealthFacilityConstructionDescription,22,0.0077,2100.0,2100.0
HealthFacilityServiceDescription,22,0.0077,2100.0,2100.0
geometrie source type,22,0.0077,2100.0,2100.0
hcare_ctu,22,0.0077,2100.0,2100.0
hws_num,22,0.0077,2100.0,2100.0
person contact,22,0.0077,2100.0,2100.0
Attribute_source_name,21,0.0073,2000.0,2000.0
adress street,21,0.0073,2000.0,2000.0
railway,21,0.0073,2000.0,2000.0
tank_num,21,0.0073,2000.0,2000.0
well_num,21,0.0073,2000.0,2000.0
good_bldg,20,0.007,1900.0,1900.0
is_in:country,20,0.007,1900.0,1900.0
place:area-alternate,20,0.007,1900.0,1900.0
seasonal,20,0.007,1900.0,1900.0
toll,20,0.007,1900.0,1900.0
Phone,19,0.0066,1800.0,1800.0
addr street,19,0.0066,1800.0,1800.0
backrest,19,0.0066,1800.0,1800.0
fuel:diesel,19,0.0066,1800.0,1800.0
material,19,0.0066,1800.0,1800.0
risk_impact_pop,19,0.0066,1800.0,1800.0
risk_level,19,0.0066,1800.0,1800.0
aeroway,18,0.0063,63.6364,63.6364
atm,18,0.0063,1700.0,1700.0
colour,18,0.0063,1700.0,1700.0
frequence,18,0.0063,1700.0,1700.0
seats,18,0.0063,1700.0,1700.0
AttributeSourceDate,17,0.0059,1600.0,1600.0
addr city,17,0.0059,1600.0,1600.0
keepme,17,0.0059,183.3333,183.3333
operator_id,17,0.0059,1600.0,1600.0
id:uuid,16,0.0056,1500.0,1500.0
park_ride,16,0.0056,1500.0,1500.0
source_ref:ref,16,0.0056,1500.0,1500.0
status operationel,16,0.0056,1500.0,1500.0
Objet,15,0.0052,1400.0,1400.0
add:city,15,0.0052,1400.0,1400.0
camp_registered_agency_name,15,0.0052,1400.0,1400.0
personne_contact,15,0.0052,1400.0,1400.0
phone_emergency,15,0.0052,1400.0,1400.0
wikipedia:en,15,0.0052,150.0,150.0
adresse,14,0.0049,1300.0,1300.0
capacite,14,0.0049,1300.0,1300.0
history,14,0.0049,133.3333,133.3333
impassable,14,0.0049,1300.0,1300.0
scolar district,14,0.0049,1300.0,1300.0
source d'alimentation,14,0.0049,1300.0,1300.0
source2:date,14,0.0049,1300.0,1300.0
source:name:fr,14,0.0049,1300.0,1300.0
well_open,14,0.0049,1300.0,1300.0
wetland,14,0.0049,1300.0,1300.0
21 mai 2010,13,0.0045,1200.0,1200.0
Geometie _source_type,13,0.0045,1200.0,1200.0
address:streeet,13,0.0045,1200.0,1200.0
contact personne,13,0.0045,1200.0,1200.0
name:es,13,0.0045,85.7143,85.7143
paiement,13,0.0045,1200.0,1200.0
source:date,13,0.0045,1200.0,1200.0
wood,13,0.0045,1200.0,1200.0
Damage_status,12,0.0042,1100.0,1100.0
Date Geometie,12,0.0042,1100.0,1100.0
Geometrie source type,12,0.0042,1100.0,1100.0
addr:,12,0.0042,1100.0,1100.0
addr:electronique,12,0.0042,1100.0,1100.0
capacity:disabled,12,0.0042,1100.0,1100.0
capacity:parent,12,0.0042,1100.0,1100.0
capacity:women,12,0.0042,1100.0,1100.0
crossing,12,0.0042,500.0,500.0
is_in:Department,12,0.0042,1100.0,1100.0
personnel_suport,12,0.0042,1100.0,1100.0
scolar type,12,0.0042,1100.0,1100.0
structure,12,0.0042,1100.0,1100.0
Type de source electricque,11,0.0038,1000.0,1000.0
attr:steet,11,0.0038,1000.0,1000.0
attribute _source_type,11,0.0038,1000.0,1000.0
boundary_admin_level2_name,11,0.0038,1000.0,1000.0
floodable_bldg,11,0.0038,1000.0,1000.0
health_facility:department,11,0.0038,1000.0,1000.0
is_in:Arrondissement,11,0.0038,1000.0,1000.0
is_in:country_code,11,0.0038,83.3333,83.3333
localite,11,0.0038,1000.0,1000.0
pop_estimates_site_ind,11,0.0038,1000.0,1000.0
rehab_work,11,0.0038,1000.0,1000.0
sogebank,11,0.0038,1000.0,1000.0
source:building,11,0.0038,1000.0,1000.0
wikipedia:ht,11,0.0038,1000.0,1000.0
Operateur,10,0.0035,900.0,900.0
SOURCE,10,0.0035,900.0,900.0
ameinity,10,0.0035,900.0,900.0
hfac_beds,10,0.0035,900.0,900.0
iata,10,0.0035,66.6667,66.6667
infimieres,10,0.0035,900.0,900.0
is_in:city,10,0.0035,900.0,900.0
level,10,0.0035,900.0,900.0
med_bldg,10,0.0035,900.0,900.0
medecin,10,0.0035,900.0,900.0
name:ru,10,0.0035,-44.4444,-44.4444
scolar_zone,10,0.0035,900.0,900.0
source:addr,10,0.0035,233.3333,233.3333
source:discussion,10,0.0035,900.0,900.0
statut,10,0.0035,900.0,900.0
statut_operationnel,10,0.0035,900.0,900.0
tunnel,10,0.0035,900.0,900.0
voltage,10,0.0035,900.0,900.0
Atelier,9,0.0031,800.0,800.0
Espace,9,0.0031,800.0,800.0
URL,9,0.0031,800.0,800.0
camp_assessment_agency_name,9,0.0031,800.0,800.0
cap_sm,9,0.0031,800.0,800.0
court_sm,9,0.0031,800.0,800.0
damage_assessment_date,9,0.0031,800.0,800.0
earthquake_damage,9,0.0031,800.0,800.0
fuel:octane_91,9,0.0031,800.0,800.0
fuel:octane_95,9,0.0031,800.0,800.0
geometrie   source date,9,0.0031,800.0,800.0
ims:id,9,0.0031,800.0,800.0
lit,9,0.0031,125.0,125.0
source:name:ht,9,0.0031,800.0,800.0
wikipedia,9,0.0031,-66.6667,-66.6667
Pers Resp,8,0.0028,700.0,700.0
add:street,8,0.0028,700.0,700.0
depatement,8,0.0028,700.0,700.0
flloded_bldg,8,0.0028,700.0,700.0
hfac_current_floor_space_use,8,0.0028,700.0,700.0
ims:media_type,8,0.0028,700.0,700.0
phone_wash,8,0.0028,700.0,700.0
source:alt_name,8,0.0028,700.0,700.0
source_2,8,0.0028,700.0,700.0
structure operationel,8,0.0028,700.0,700.0
uic_ref,8,0.0028,700.0,700.0
Point,7,0.0024,600.0,600.0
address:housenumber,7,0.0024,600.0,600.0
capacite en lits/matelas,7,0.0024,600.0,600.0
capacite_lits,7,0.0024,600.0,600.0
country,7,0.0024,250.0,250.0
crossing_ref,7,0.0024,250.0,250.0
effectif,7,0.0024,600.0,600.0
famille,7,0.0024,600.0,600.0
fuel:HGV_diesel,7,0.0024,600.0,600.0
geometrie _source_date,7,0.0024,600.0,600.0
geometrie_source_date,7,0.0024,600.0,600.0
geometry_ source _date,7,0.0024,600.0,600.0
hfac_capacity_description,7,0.0024,600.0,600.0
information,7,0.0024,600.0,600.0
name:alt,7,0.0024,600.0,600.0
name_1,7,0.0024,600.0,600.0
payment:notes,7,0.0024,600.0,600.0
photo_url,7,0.0024,600.0,600.0
source3,7,0.0024,600.0,600.0
source:health_facility:MCH,7,0.0024,600.0,600.0
source:health_facility:access,7,0.0024,600.0,600.0
Attribute_additionelle,6,0.0021,500.0,500.0
Geometrie_source type,6,0.0021,500.0,500.0
addr,6,0.0021,500.0,500.0
addres,6,0.0021,500.0,500.0
attribut-source-type,6,0.0021,500.0,500.0
batiment,6,0.0021,500.0,500.0
building_stucture,6,0.0021,500.0,500.0
capacity_ind,6,0.0021,500.0,500.0
contact-person,6,0.0021,500.0,500.0
contact_peraon,6,0.0021,500.0,500.0
fuel:octane_98,6,0.0021,500.0,500.0
geometry_ source_ type,6,0.0021,500.0,500.0
health_facility:MCH,6,0.0021,500.0,500.0
health_facility:access,6,0.0021,500.0,500.0
name:kr,6,0.0021,500.0,500.0
narrow,6,0.0021,500.0,500.0
nom de l'organisation,6,0.0021,500.0,500.0
nombre,6,0.0021,500.0,500.0
payment:coins,6,0.0021,500.0,500.0
payment:telephone_cards,6,0.0021,500.0,500.0
pers resp,6,0.0021,500.0,500.0
personne de support,6,0.0021,500.0,500.0
place:nearestlandmark,6,0.0021,500.0,500.0
section communale,6,0.0021,500.0,500.0
source_ref:CDC/USAID PMTCT,6,0.0021,500.0,500.0
structur,6,0.0021,500.0,500.0
target,6,0.0021,500.0,500.0
wikipedia:fr,6,0.0021,500.0,500.0
wires,6,0.0021,500.0,500.0
Famille,5,0.0017,400.0,400.0
Option,5,0.0017,400.0,400.0
Water_quality_issue,5,0.0017,400.0,400.0
addr:country_national_code,5,0.0017,400.0,400.0
adress:street,5,0.0017,400.0,400.0
attribution,5,0.0017,400.0,400.0
building_status_desc,5,0.0017,400.0,400.0
cables,5,0.0017,400.0,400.0
contact_personne,5,0.0017,400.0,400.0
district,5,0.0017,400.0,400.0
figure,5,0.0017,400.0,400.0
firesideint:schooltag,5,0.0017,400.0,400.0
icao,5,0.0017,-16.6667,-16.6667
ims:frequency,5,0.0017,400.0,400.0
name_2,5,0.0017,400.0,400.0
name_en,5,0.0017,400.0,400.0
name_old,5,0.0017,400.0,400.0
nom du centre de soin cholera,5,0.0017,400.0,400.0
nom et prenom du representant de l'organisation,5,0.0017,400.0,400.0
person_contact,5,0.0017,400.0,400.0
personnel de support,5,0.0017,400.0,400.0
rental,5,0.0017,400.0,400.0
repair,5,0.0017,400.0,400.0
sahana:address,5,0.0017,400.0,400.0
sale,5,0.0017,400.0,400.0
shower_gd,5,0.0017,400.0,400.0
source:is_in,5,0.0017,400.0,400.0
source_name,5,0.0017,400.0,400.0
tactile_paving,5,0.0017,400.0,400.0
traffic_calming,5,0.0017,150.0,150.0
water_provision,5,0.0017,400.0,400.0
well_clsd,5,0.0017,400.0,400.0
wikipedia:de,5,0.0017,400.0,400.0
Adresse,4,0.0014,300.0,300.0
Attribute_source,4,0.0014,300.0,300.0
Effectif,4,0.0014,300.0,300.0
Nom du camp,4,0.0014,300.0,300.0
Note,4,0.0014,300.0,300.0
Paiement,4,0.0014,300.0,300.0
Tel,4,0.0014,300.0,300.0
Type,4,0.0014,300.0,300.0
attribution source date,4,0.0014,300.0,300.0
bad_bldg,4,0.0014,300.0,300.0
capacite en lits,4,0.0014,300.0,300.0
contact _person,4,0.0014,300.0,300.0
contact:person,4,0.0014,300.0,300.0
containers,4,0.0014,300.0,300.0
ecole,4,0.0014,300.0,300.0
extensible a lits,4,0.0014,300.0,300.0
fees,4,0.0014,300.0,300.0
fuel:GTL_diesel,4,0.0014,300.0,300.0
fuel:biodiesel,4,0.0014,300.0,300.0
kerb,4,0.0014,300.0,300.0
loc_name,4,0.0014,300.0,300.0
mvdgis:cod_nombre,4,0.0014,300.0,300.0
mvdgis:padron,4,0.0014,300.0,300.0
name_ruelle,4,0.0014,300.0,300.0
nom,4,0.0014,300.0,300.0
nom du centre de soin colera,4,0.0014,300.0,300.0
operateur,4,0.0014,300.0,300.0
parts,4,0.0014,300.0,300.0
pcode_2,4,0.0014,300.0,300.0
pcode_3,4,0.0014,300.0,300.0
personne_de_support,4,0.0014,300.0,300.0
sahana:facility_status,4,0.0014,300.0,300.0
sahana:phone_business,4,0.0014,300.0,300.0
sensor,4,0.0014,300.0,300.0
shower_number,4,0.0014,300.0,300.0
site_type,4,0.0014,300.0,300.0
soruce,4,0.0014,300.0,300.0
status operationnel,4,0.0014,300.0,300.0
structure operationnel,4,0.0014,300.0,300.0
tel,4,0.0014,300.0,300.0
telephone,4,0.0014,300.0,300.0
type d'operateur,4,0.0014,300.0,300.0
wikipedia:es,4,0.0014,300.0,300.0
Figure,3,0.001,200.0,200.0
KSJ2:coordinate,3,0.001,200.0,200.0
KSJ2:curve_id,3,0.001,200.0,200.0
KSJ2:filename,3,0.001,200.0,200.0
KSJ2:lat,3,0.001,200.0,200.0
KSJ2:long,3,0.001,200.0,200.0
addr_country,3,0.001,200.0,200.0
addr_street,3,0.001,200.0,200.0
address:postal_code,3,0.001,200.0,200.0
att ribute source type,3,0.001,200.0,200.0
attribution source name,3,0.001,200.0,200.0
autre_contact_person,3,0.001,200.0,200.0
building_damage,3,0.001,200.0,200.0
cafeteriat,3,0.001,200.0,200.0
capacity_lits,3,0.001,200.0,200.0
closest_town,3,0.001,200.0,200.0
comment,3,0.001,200.0,200.0
community_centre,3,0.001,200.0,200.0
contact:email,3,0.001,200.0,200.0
e-mail,3,0.001,200.0,200.0
effectifs,3,0.001,200.0,200.0
extensible alits,3,0.001,200.0,200.0
fax:,3,0.001,200.0,200.0
fixed,3,0.001,200.0,200.0
harbour,3,0.001,200.0,200.0
harbour:LOCODE,3,0.001,200.0,200.0
harbour:name,3,0.001,200.0,200.0
harbour:namenational,3,0.001,200.0,200.0
harbour:size,3,0.001,200.0,200.0
health_facility:commune,3,0.001,200.0,200.0
health_facility:commune_id,3,0.001,200.0,200.0
health_facility:paho_id,3,0.001,200.0,200.0
hfac_medical_service_description,3,0.001,200.0,200.0
higthway,3,0.001,200.0,200.0
hires,3,0.001,200.0,200.0
int_name,3,0.001,200.0,200.0
junction,3,0.001,0.0,0.0
key,3,0.001,200.0,200.0
license_classes,3,0.001,200.0,200.0
lieu,3,0.001,200.0,200.0
military,3,0.001,200.0,200.0
