key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
leisure,stadium,9,0.1491,-52.6316,476.3158
leisure,golf_course,6,0.0994,-25.0,812.5
leisure,track,4,0.0662,-73.3333,224.4444
leisure,amusement_arcade,3,0.0497,-72.7273,231.8182
leisure,recreation_ground,3,0.0497,-72.7273,231.8182
leisure,water_park,3,0.0497,-57.1429,421.4286
leisure,dance,2,0.0331,-75.0,204.1667
leisure,fitness_centre,2,0.0331,-92.0,-2.6667
leisure,Bhata Chour,2,0.0331,-75.0,204.1667
leisure,bleachers,2,0.0331,-71.4286,247.619
leisure,residential,2,0.0331,-71.4286,247.619
leisure,dog_park,1,0.0166,-96.6667,-59.4444
leisure,fitness_station,1,0.0166,-94.7368,-35.9649
leisure,outdoor_seating,1,0.0166,-90.0,21.6667
leisure,camp_site,1,0.0166,-85.7143,73.8095
name,Nationale No 2,668,1.4437,8250.0,101491.6667
name,building=yes,509,1.1001,6262.5,77310.4167
name,Nationale No 3,333,0.7197,4657.1429,57778.5714
name,Pasang Lhamu Highway,318,0.6873,274.1176,4451.7647
name,Nationale No 1,311,0.6721,4342.8571,53954.7619
name,Potential helipad,247,0.5338,3428.5714,42830.9524
name,Manaslu Circuit,245,0.5295,456.8182,6674.6212
name,Prithvi Highway,227,0.4906,440.4762,6475.7937
name,Arniko Raj Marga,219,0.4733,630.0,8781.6667
name,House,211,0.456,2010.0,25571.6667
name,Building,194,0.4193,14.7929,1296.6469
name,Tribhuvan Highway,188,0.4063,469.697,6831.3131
name,building,185,0.3998,17.8344,1333.6518
name,Prithvi Rajmarga,180,0.389,309.0909,4877.2727
name,Possible helipad,173,0.3739,2371.4286,29969.0476
name,Route Nationale # 1,155,0.335,176.7857,3267.5595
name,Mahendra Highway,150,0.3242,11.9403,1261.9403
name,Dhulikhel Sindhuli Bhittamod Highway,138,0.2982,97.1429,2298.5714
name,महेन्द्र राज्मार्ग्,129,0.2788,-69.5755,270.1651
name,R9,124,0.268,1671.4286,21452.381
name,Budhi Gandaki,124,0.268,287.5,4614.5833
name,highway=pedestrian,112,0.2421,1500.0,19366.6667
name,Dumre-Besishahar,109,0.2356,275.8621,4472.9885
name,not sure of access,106,0.2291,1414.2857,18323.8095
name,Madi-Thori,99,0.214,330.4348,5136.9565
natural,tree,9607,39.8548,98.7792,2318.4806
natural,wood,6163,25.5673,576.5093,8130.8635
natural,water,2399,9.9523,71.4796,1986.3355
natural,peak,1976,8.1975,665.8915,9218.3463
natural,scrub,1200,4.9782,383.871,5787.0968
natural,coastline,1149,4.7666,193.8619,3475.3197
natural,tree_row,281,1.1657,1.8116,1138.7077
natural,wetland,166,0.6887,69.3878,1960.8844
natural,sand,161,0.6679,-25.1163,811.0853
natural,shingle,125,0.5186,-3.8462,1069.8718
natural,cliff,116,0.4812,23.4043,1401.4184
natural,glacier,103,0.4273,-81.0662,130.3615
natural,ridge,98,0.4066,226.6667,3874.4444
natural,grassland,89,0.3692,187.0968,3393.0108
natural,scree,84,0.3485,162.5,3093.75
natural,beach,63,0.2614,23.5294,1402.9412
natural,bay,43,0.1784,330.0,5131.6667
natural,valley,31,0.1286,244.4444,4090.7407
natural,bare_rock,29,0.1203,45.0,1664.1667
natural,heath,26,0.1079,160.0,3063.3333
natural,forest,21,0.0871,200.0,3550.0
natural,marsh,18,0.0747,157.1429,3028.5714
natural,riverbed,17,0.0705,21.4286,1377.381
natural,arete,16,0.0664,45.4545,1669.697
natural,mud,15,0.0622,7.1429,1203.5714
source,Bing,61280,20.2391,566.7392,8011.9936
source,GeoEye,31176,10.2966,2178.9474,27627.193
source,bing,27039,8.9302,88.2545,2190.4303
source,"Pleiades 2015-04-27, CNES, Airbus DS",13831,4.568,197485.7143,2403859.5238
source,digitalglobe,11176,3.6911,787.6886,10700.2118
source,NextView,11112,3.67,15333.3333,187672.2222
source,Bing Imagery,10086,3.3311,143985.7143,1752942.8571
source,Digital Globe,7569,2.4998,8038.7097,98920.9677
source,DigitalGlobe,6995,2.3103,2185.9477,27712.3638
source,UNOCHA,5821,1.9225,83057.1429,1011645.2381
source,"DigitalGlobe, 2015-05-03",5437,1.7957,77571.4286,944902.381
source,Google 2010-01-17,5435,1.795,8392.1875,103221.6146
source,Yahoo,4677,1.5447,6880.597,84830.597
source,"Google, 2010-01-21",3757,1.2408,1066.7702,14095.7039
source,"WorldView-2, DigitalGlobe, 2010-01-21",3697,1.221,537.4138,7655.2011
source,"Google, 2010-01-17",3672,1.2128,3535.6436,44133.6634
source,Bing imagery,3448,1.1388,49157.1429,599195.2381
source,"Ithaca,15/10/2010",3438,1.1355,49014.2857,597457.1429
source,"WorldBank, 2010-01-22",2924,0.9657,8254.2857,101543.8095
source,"WorldView-2, DigitalGlobe, 2010-01-18",2781,0.9185,3024.7191,37917.4157
source,"Ithaca,2010-01-15",2713,0.896,38657.1429,471445.2381
source,"DigitalGlobe, 2015-04-29",2545,0.8405,36257.1429,442245.2381
source,DigitalGlobe/Mapbox WV3 27 April 2015,2513,0.83,35800.0,436683.3333
source,geoeye,2351,0.7765,7483.871,92170.4301
source,tiles.mapbox.com/v4/digitalglobe.nal0g75k/{zoom},2179,0.7197,31028.5714,378630.9524
surface,unpaved,9860,46.0532,316.0338,4961.744
surface,asphalt,3433,16.0346,-87.7938,48.509
surface,ground,2368,11.0603,-54.9981,447.5231
surface,dirt,1787,8.3466,31.0117,1493.9761
surface,paved,1331,6.2167,-30.0578,750.9634
surface,gravel,1062,4.9603,23.4884,1402.4419
surface,compacted,334,1.56,20.1439,1361.7506
surface,paving_stones,296,1.3825,-78.1711,165.5851
surface,concrete,202,0.9435,-33.5526,708.443
surface,sett,149,0.6959,-70.7843,255.4575
surface,earth,104,0.4858,285.1852,4586.4198
surface,mud,100,0.4671,-50.495,502.3102
surface,dirt_sand,66,0.3083,842.8571,11371.4286
surface,grass,61,0.2849,-47.8632,534.3305
surface,sand,45,0.2102,18.4211,1340.7895
surface,concrete:plates,41,0.1915,64.0,1895.3333
surface,flagging,14,0.0654,-51.7241,487.3563
surface,cobblestone,12,0.056,-58.6207,403.4483
surface,fine_gravel,11,0.0514,-89.7196,25.0779
surface,wood,10,0.0467,-81.4815,125.3086
surface,unhewn_cobblestone,9,0.042,-76.9231,180.7692
surface,pebblestone,8,0.0374,-60.0,386.6667
surface,metal,7,0.0327,-66.6667,305.5556
surface,unspecified,7,0.0327,-97.7273,-72.3485
surface,Unpaved,7,0.0327,0.0,1116.6667
waterway,stream,20104,62.46,293.4247,4686.6667
waterway,river,8326,25.8676,212.069,3696.8391
waterway,drain,1195,3.7127,49.375,1717.3958
waterway,riverbank,848,2.6346,244.7154,4094.0379
waterway,ditch,810,2.5165,179.3103,3298.2759
waterway,canal,471,1.4633,-4.2683,1064.7358
waterway,yes,154,0.4785,2100.0,26666.6667
waterway,dam,126,0.3915,306.4516,4845.1613
waterway,weir,39,0.1212,116.6667,2536.1111
waterway,unclassified,29,0.0901,314.2857,4940.4762
waterway,drystream,25,0.0777,257.1429,4245.2381
waterway,waterfall,22,0.0684,22.2222,1387.037
waterway,check_dam,8,0.0249,14.2857,1290.4762
waterway,wadibank,7,0.0217,0.0,1116.6667
waterway,lock_gate,3,0.0093,-85.0,82.5
waterway,wadi,3,0.0093,-57.1429,421.4286
waterway,boatyard,3,0.0093,-57.1429,421.4286
waterway,path,2,0.0062,-71.4286,247.619
waterway,ford,2,0.0062,-71.4286,247.619
waterway,water_point,2,0.0062,-71.4286,247.619
waterway,River,2,0.0062,-71.4286,247.619
waterway,riverbank;river,1,0.0031,-85.7143,73.8095
waterway,wadibanks,1,0.0031,-85.7143,73.8095
waterway,lake,1,0.0031,-85.7143,73.8095
waterway,river;stream,1,0.0031,-85.7143,73.8095
