key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
source:image,47,0.0023,38.2353,740.9314
construction,46,0.0023,-79.3722,25.4858
humanitarian_use,46,0.0023,-88.5,-30.0417
2008_use,44,0.0022,-79.9087,22.2222
ref:MSPP,44,0.0022,2100.0,13283.3333
tracktype,44,0.0022,-41.3333,256.8889
futur_use,42,0.0021,-81.5789,12.0614
ref:mspp,42,0.0021,4100.0,25450.0
name:ru,41,0.002,412.5,3017.7083
prac,41,0.002,-83.5341,0.1673
court,40,0.002,-81.1321,14.7799
kitchen,39,0.0019,-81.25,14.0625
2009_use,37,0.0018,-82.4645,6.6746
denomination,37,0.0018,-92.2917,-53.1076
2010_use,36,0.0018,-82.6923,5.2885
building_use,36,0.0018,-83.7838,-1.3514
tap,36,0.0018,-83.1776,2.3364
addr:full,35,0.0017,-88.3721,-29.2636
history,35,0.0017,-71.7742,71.707
id:db_shelter,35,0.0017,-81.5789,12.0614
IOM:project,33,0.0016,-94.7785,-68.2358
power_source,33,0.0016,-74.8092,53.2443
oneway,32,0.0016,-91.0364,-45.4715
boundary_admin_level2_name,31,0.0015,-69.9029,83.0906
floodable,31,0.0015,-84.5771,-6.1774
FIXME:COSMHA,30,0.0015,-93.8776,-62.7551
boundary_admin_level3_name,30,0.0015,-70.8738,77.1845
flooded,30,0.0015,-84.127,-3.4392
generator,30,0.0015,-75.0,52.0833
health_facility:bed,30,0.0015,400.0,2941.6667
kitchen_equiped,30,0.0015,-78.5714,30.3571
rehabilitation_need,30,0.0015,-80.2632,20.0658
water,30,0.0015,-62.0253,131.0127
source:sahana,29,0.0014,163.6364,1503.7879
boundary_admin_level1_name,28,0.0014,-71.7172,72.0539
crossing,28,0.0014,55.5556,846.2963
opening_hours,28,0.0014,-67.4419,98.062
source:surface,28,0.0014,0.0,508.3333
tap_status,28,0.0014,-77.7778,35.1852
tourism,28,0.0014,-70.2128,81.2057
toilet,27,0.0013,-82.8025,4.6178
name:es,26,0.0013,116.6667,1218.0556
building:use,25,0.0012,2400.0,15108.3333
court_surface,25,0.0012,-74.4898,55.1871
lit,25,0.0012,-88.0952,-27.5794
roof:levels,25,0.0012,2400.0,15108.3333
roof:type,25,0.0012,2400.0,15108.3333
boundary_admin_level4_name,24,0.0012,-72.7273,65.9091
roof:material,24,0.0012,2300.0,14500.0
rehabilitation_done,23,0.0011,-74.1573,57.2097
rehabilitation_work,23,0.0011,-76.0417,45.7465
warehouse_unit,23,0.0011,-80.5085,18.5734
access,22,0.0011,-88.7179,-31.3675
office,22,0.0011,-81.5126,12.465
sport,22,0.0011,-76.8421,40.8772
tunnel,22,0.0011,-71.4286,73.8095
is_in:department,21,0.001,0.0,508.3333
official_name,21,0.001,110.0,1177.5
source:building,21,0.001,950.0,6287.5
source:smoothness,20,0.001,-28.5714,334.5238
GNS:id,19,0.0009,-38.7097,272.8495
attribution,19,0.0009,-38.7097,272.8495
barrier:obstacle_type,19,0.0009,111.1111,1184.2593
maxspeed,19,0.0009,-86.5248,-18.026
source_type_field_mission,19,0.0009,58.3333,863.1944
disability_access,18,0.0009,-97.6532,-85.7236
gender_access,18,0.0009,-97.7215,-86.1392
name:de,18,0.0009,200.0,1725.0
pcode:2,18,0.0009,80.0,995.0
school_type,18,0.0009,-96.2733,-77.3292
source:alt_name,18,0.0009,38.4615,742.3077
source:name:ht,18,0.0009,12.5,584.375
addr:postcode,17,0.0008,-63.0435,124.8188
name:hu,17,0.0008,183.3333,1623.6111
source:is_in,17,0.0008,325.0,2485.4167
is_in:arrondissement,16,0.0008,128.5714,1290.4762
roof:orientation,16,0.0008,1500.0,9633.3333
voltage,16,0.0008,-42.8571,247.619
wood,16,0.0008,1500.0,9633.3333
cables,15,0.0007,650.0,4462.5
court_area,15,0.0007,-83.871,-1.8817
name:source,15,0.0007,1400.0,9025.0
sahana_id,15,0.0007,-6.25,470.3125
smoking,15,0.0007,7.1429,551.7857
source:name:fr,15,0.0007,7.1429,551.7857
Source,14,0.0007,55.5556,846.2963
building:frame:material,14,0.0007,1300.0,8416.6667
building:wall:material,14,0.0007,1300.0,8416.6667
building_concrete,14,0.0007,-81.3333,13.5556
tower:type,14,0.0007,-51.7241,193.6782
traffic_calming,14,0.0007,-94.6565,-67.4936
building_roof_base_material,13,0.0006,-67.5,97.7083
count_building,13,0.0006,-82.4324,6.8694
is_in:city,13,0.0006,333.3333,2536.1111
name:pl,13,0.0006,333.3333,2536.1111
aeroway,12,0.0006,-52.0,192.0
camp,12,0.0006,-90.0826,-39.6694
capacity_individuals,12,0.0006,-86.8132,-19.7802
motorcycle,12,0.0006,71.4286,942.8571
old_name,12,0.0006,-20.0,386.6667
project:cosmhastm,12,0.0006,-20.0,386.6667
shower,12,0.0006,-85.1852,-9.8765
source 2,12,0.0006,50.0,812.5
source_type_map,12,0.0006,100.0,1116.6667
tank,12,0.0006,-88.6792,-31.1321
capital,11,0.0005,450.0,3245.8333
color,11,0.0005,1000.0,6591.6667
id:ssid,11,0.0005,-90.3509,-41.3012
seasonal,11,0.0005,10.0,569.1667
source_ref,11,0.0005,-26.6667,346.1111
wheelchair,11,0.0005,-62.069,130.7471
OTI_HRI_COSMHA_project:surveyor_name,10,0.0005,11.1111,575.9259
building:part,10,0.0005,150.0,1420.8333
building_floodable,10,0.0005,-77.2727,38.2576
building_status_good,10,0.0005,-83.6066,-0.2732
commune,10,0.0005,-92.7536,-55.9179
households,10,0.0005,-90.991,-45.1952
name:ja,10,0.0005,233.3333,1927.7778
name:pt,10,0.0005,150.0,1420.8333
school_sector,10,0.0005,-87.3418,-22.9958
sectional,10,0.0005,-90.9091,-44.697
shower_good,10,0.0005,-83.0508,3.1073
source:ele,10,0.0005,900.0,5983.3333
toilet_bad,10,0.0005,-83.0508,3.1073
website,10,0.0005,-68.75,90.1042
OTI_HRI_COSMHA_project,9,0.0004,-43.75,242.1875
building_flooded,9,0.0004,-73.5294,61.0294
building_metal,9,0.0004,-85.0,-8.75
building_reinforced_concrete,9,0.0004,-83.9286,-2.2321
capacity,9,0.0004,-91.1765,-46.3235
capital:Department,9,0.0004,200.0,1725.0
geometry_source_type,9,0.0004,-70.9677,76.6129
handwashing_station_bad,9,0.0004,-83.0189,3.3019
handwashing_station_good,9,0.0004,-83.6364,-0.4545
handwashing_station_medium,9,0.0004,-82.0,9.5
noexit,9,0.0004,-86.7647,-19.4853
number_building,9,0.0004,-65.3846,110.5769
school_district,9,0.0004,-97.8723,-87.0567
school_license,9,0.0004,-50.0,204.1667
sidewalk,9,0.0004,-92.8571,-56.5476
source:position,9,0.0004,800.0,5375.0
tank_open,9,0.0004,-85.7143,-13.0952
type,9,0.0004,-89.7727,-37.7841
wetland,9,0.0004,-50.0,204.1667
Id,8,0.0004,-71.4286,73.8095
car,8,0.0004,700.0,4766.6667
fee,8,0.0004,-99.016,-94.0139
leaf_type,8,0.0004,100.0,1116.6667
motorcar,8,0.0004,33.3333,711.1111
private,8,0.0004,700.0,4766.6667
school_ht_fondamental_1er_et_2e_cycle,8,0.0004,-84.3137,-4.5752
source:population,8,0.0004,33.3333,711.1111
way,8,0.0004,700.0,4766.6667
width,8,0.0004,-38.4615,274.359
FIXME:HT,7,0.0003,-58.8235,150.4902
addr:ward,7,0.0003,-91.7647,-49.902
cosmha_stm,7,0.0003,600.0,4158.3333
disused,7,0.0003,-99.6765,-98.0322
drinking_water,7,0.0003,-99.0566,-94.261
entrance,7,0.0003,133.3333,1319.4444
handwashing_station,7,0.0003,-89.3939,-35.4798
hfac_type,7,0.0003,-88.3333,-29.0278
latrine,7,0.0003,-76.6667,41.9444
latrine_bad,7,0.0003,-65.0,112.9167
shower_medium,7,0.0003,-85.7143,-13.0952
tag,7,0.0003,16.6667,609.7222
toilet_medium,7,0.0003,-75.8621,46.8391
track,7,0.0003,250.0,2029.1667
water_purification,7,0.0003,-91.4634,-48.0691
water_supply,7,0.0003,-91.358,-47.428
abandoned,6,0.0003,-99.7265,-98.3364
bladder,6,0.0003,-88.6792,-31.1321
bladder_closed,6,0.0003,-87.7551,-25.5102
bladder_open,6,0.0003,-87.7551,-25.5102
borehole,6,0.0003,-88.2353,-28.4314
borehole_closed,6,0.0003,-87.5,-23.9583
borehole_open,6,0.0003,-87.5,-23.9583
building_status_bad,6,0.0003,-80.0,21.6667
building_status_medium,6,0.0003,-80.0,21.6667
capacity_area,6,0.0003,-90.7692,-43.8462
capacity_water_storage_g,6,0.0003,-87.234,-22.3404
condition,6,0.0003,-99.1329,-94.7254
density,6,0.0003,-45.4545,231.8182
earthquake:damage,6,0.0003,-87.5,-23.9583
lamp_mount,6,0.0003,-66.6667,102.7778
lamp_type,6,0.0003,-64.7059,114.7059
loc_ref,6,0.0003,500.0,3550.0
name:zh,6,0.0003,50.0,812.5
photo_url,6,0.0003,-78.5714,30.3571
pump_type,6,0.0003,-98.374,-90.1084
shower_bad,6,0.0003,-88.6792,-31.1321
status,6,0.0003,-97.3568,-83.9207
tank_closed,6,0.0003,-88.6792,-31.1321
toilet_good,6,0.0003,-88.4615,-29.8077
transportation_use_category,6,0.0003,-45.4545,231.8182
well,6,0.0003,-91.4286,-47.8571
well_closed,6,0.0003,-89.0909,-33.6364
well_open,6,0.0003,-90.3226,-41.129
addr:country_national_code,5,0.0002,-68.75,90.1042
addr:housename,5,0.0002,-61.5385,133.9744
address,5,0.0002,-80.0,21.6667
base_material_values,5,0.0002,-54.5455,176.5152
bicycle,5,0.0002,-90.7407,-43.6728
building_good,5,0.0002,-79.1667,26.7361
capacity_water_storage_cm,5,0.0002,-89.1304,-33.8768
capacity_water_storage_l,5,0.0002,-89.1304,-33.8768
designation,5,0.0002,66.6667,913.8889
junction,5,0.0002,-61.5385,133.9744
latrine_good,5,0.0002,-64.2857,117.2619
latrine_medium,5,0.0002,-80.7692,16.9872
motor_vehicle,5,0.0002,-85.2941,-10.5392
name:el,5,0.0002,66.6667,913.8889
name:eo,5,0.0002,66.6667,913.8889
name:ko,5,0.0002,66.6667,913.8889
name:lt,5,0.0002,66.6667,913.8889
school:secondary,5,0.0002,-44.4444,237.963
source_2,5,0.0002,400.0,2941.6667
surface_material,5,0.0002,25.0,660.4167
NOTE,4,0.0002,33.3333,711.1111
alt_name:ht,4,0.0002,300.0,2333.3333
bridge_type,4,0.0002,-50.0,204.1667
building_base_material:reinforced_concrete,4,0.0002,300.0,2333.3333
building_medium,4,0.0002,-60.0,143.3333
cuisine,4,0.0002,-77.7778,35.1852
embankment,4,0.0002,-97.8947,-87.193
emergency,4,0.0002,-96.9466,-81.4249
footway,4,0.0002,300.0,2333.3333
internet_access,4,0.0002,-85.7143,-13.0952
internet_access:fee,4,0.0002,-42.8571,247.619
material,4,0.0002,-95.0617,-69.9588
name:uk,4,0.0002,33.3333,711.1111
narrow,4,0.0002,-97.861,-86.9875
parking,4,0.0002,-71.4286,73.8095
project:UNICEF_ACTED_MRR_BasArtibonite_Centre,4,0.0002,300.0,2333.3333
school:fondamental_third_cycle,4,0.0002,-66.6667,102.7778
school_ht_prescolaire,4,0.0002,-88.2353,-28.4314
source_ref:ref,4,0.0002,-60.0,143.3333
water_place_access,4,0.0002,0.0,508.3333
water_place_durability,4,0.0002,0.0,508.3333
wires,4,0.0002,33.3333,711.1111
abandoned:building,3,0.0001,200.0,1725.0
camp_assessed,3,0.0001,-85.0,-8.75
camp_registered,3,0.0001,-91.1765,-46.3235
camp_type,3,0.0001,-76.9231,40.3846
capacity:disabled,3,0.0001,200.0,1725.0
capacity:parent,3,0.0001,200.0,1725.0
capacity:women,3,0.0001,200.0,1725.0
city_served,3,0.0001,-40.0,265.0
country,3,0.0001,-57.1429,160.7143
covered,3,0.0001,200.0,1725.0
diplomatic,3,0.0001,-50.0,204.1667
email,3,0.0001,-82.3529,7.3529
fhrs:id,3,0.0001,200.0,1725.0
geometry_source_date,3,0.0001,-83.3333,1.3889
geometry_source_name,3,0.0001,200.0,1725.0
height,3,0.0001,-57.1429,160.7143
hfac_bed,3,0.0001,-90.625,-42.9688
iata,3,0.0001,-50.0,204.1667
icao,3,0.0001,-50.0,204.1667
id,3,0.0001,-62.5,128.125
ims:frequency,3,0.0001,50.0,812.5
ims:id,3,0.0001,50.0,812.5
ims:media_type,3,0.0001,50.0,812.5
incline,3,0.0001,-40.0,265.0
mayor,3,0.0001,200.0,1725.0
name:alt,3,0.0001,200.0,1725.0
name:am,3,0.0001,0.0,508.3333
name:ar,3,0.0001,0.0,508.3333
name:az,3,0.0001,0.0,508.3333
name:be,3,0.0001,0.0,508.3333
name:be-tarask,3,0.0001,0.0,508.3333
name:bg,3,0.0001,0.0,508.3333
name:bn,3,0.0001,0.0,508.3333
name:bo,3,0.0001,0.0,508.3333
name:ca,3,0.0001,200.0,1725.0
name:eu,3,0.0001,0.0,508.3333
name:fa,3,0.0001,0.0,508.3333
name:gl,3,0.0001,0.0,508.3333
name:he,3,0.0001,0.0,508.3333
name:hi,3,0.0001,0.0,508.3333
name:hy,3,0.0001,0.0,508.3333
name:is,3,0.0001,0.0,508.3333
name:it,3,0.0001,50.0,812.5
name:ka,3,0.0001,0.0,508.3333
name:la,3,0.0001,0.0,508.3333
name:lv,3,0.0001,0.0,508.3333
name:mk,3,0.0001,0.0,508.3333
name:mr,3,0.0001,0.0,508.3333
name:nn,3,0.0001,200.0,1725.0
name:os,3,0.0001,0.0,508.3333
name:pap,3,0.0001,0.0,508.3333
name:qu,3,0.0001,0.0,508.3333
name:sah,3,0.0001,0.0,508.3333
name:sr,3,0.0001,0.0,508.3333
name:sv,3,0.0001,0.0,508.3333
name:ta,3,0.0001,0.0,508.3333
name:th,3,0.0001,0.0,508.3333
name:ur,3,0.0001,0.0,508.3333
name:zh-yue,3,0.0001,0.0,508.3333
noname,3,0.0001,50.0,812.5
note:source_ref:name,3,0.0001,200.0,1725.0
old_ref,3,0.0001,-62.5,128.125
park_ride,3,0.0001,200.0,1725.0
photo_num,3,0.0001,-50.0,204.1667
refugee,3,0.0001,-25.0,356.25
school:fondamental_first_cycle,3,0.0001,-81.25,14.0625
school:fondamental_second_cycle,3,0.0001,-78.5714,30.3571
school_ht_fondamental_3e_cycle_et_Secondaire,3,0.0001,-90.0,-39.1667
short_name,3,0.0001,-91.4286,-47.8571
source:,3,0.0001,200.0,1725.0
source_ref:name,3,0.0001,200.0,1725.0
source_type_GIS_dataset,3,0.0001,-62.5,128.125
stars,3,0.0001,-25.0,356.25
telecommunication,3,0.0001,-50.0,204.1667
temporary,3,0.0001,200.0,1725.0
wall,3,0.0001,0.0,508.3333
water_place:access,3,0.0001,-96.1039,-76.2987
water_place:durability,3,0.0001,-95.9459,-75.3378
water_quality_issue,3,0.0001,-99.1803,-95.0137
AAE,2,0.0001,100.0,1116.6667
Personne de contact,2,0.0001,100.0,1116.6667
abandone:building,2,0.0001,100.0,1116.6667
alt_name:en,2,0.0001,100.0,1116.6667
attribute_source_name,2,0.0001,-85.7143,-13.0952
attribute_source_type,2,0.0001,-93.1034,-58.046
bridge:structure,2,0.0001,0.0,508.3333
building_1,2,0.0001,100.0,1116.6667
building_bad,2,0.0001,-75.0,52.0833
building_base_material:concrete,2,0.0001,100.0,1116.6667
building_status_desc,2,0.0001,-81.8182,10.6061
capacity:standing,2,0.0001,-75.0,52.0833
capacity_individuals_building_level_1,2,0.0001,-92.8571,-56.5476
capital_ISO3166-1,2,0.0001,100.0,1116.6667
code_ihsi,2,0.0001,100.0,1116.6667
contact:name,2,0.0001,100.0,1116.6667
contact_person_crc,2,0.0001,-60.0,143.3333
cycleway,2,0.0001,-87.5,-23.9583
description_1,2,0.0001,100.0,1116.6667
description_2,2,0.0001,100.0,1116.6667
description_3,2,0.0001,100.0,1116.6667
dispensing,2,0.0001,-96.2963,-77.4691
first_year_use,2,0.0001,-88.8889,-32.4074
flood_prone,2,0.0001,-33.3333,305.5556
handrail,2,0.0001,100.0,1116.6667
handrail:left,2,0.0001,100.0,1116.6667
handrail:right,2,0.0001,100.0,1116.6667
hcare_ctc,2,0.0001,-50.0,204.1667
importance:tourism,2,0.0001,-66.6667,102.7778
is_capital,2,0.0001,0.0,508.3333
keepme,2,0.0001,100.0,1116.6667
lanes:forward,2,0.0001,-66.6667,102.7778
level,2,0.0001,-91.3043,-47.1014
mooring,2,0.0001,100.0,1116.6667
name:tg,2,0.0001,0.0,508.3333
official_name:ht,2,0.0001,0.0,508.3333
old_name:it,2,0.0001,100.0,1116.6667
old_name:pt,2,0.0001,100.0,1116.6667
operating,2,0.0001,100.0,1116.6667
phone_crc,2,0.0001,-50.0,204.1667
ramp,2,0.0001,100.0,1116.6667
ref:LOCODE,2,0.0001,0.0,508.3333
registry_name,2,0.0001,-92.5926,-54.9383
source:addr,2,0.0001,100.0,1116.6667
source_1,2,0.0001,0.0,508.3333
transformer,2,0.0001,-94.2857,-65.2381
warehouse_unit_area,2,0.0001,-80.0,21.6667
water_place:cleaning,2,0.0001,-96.875,-80.9896
water_type,2,0.0001,-99.5086,-97.0106
wikipedia:en,2,0.0001,-50.0,204.1667
Capacity,1,0.0,0.0,508.3333
Structure,1,0.0,0.0,508.3333
Surface,1,0.0,-99.5,-96.9583
TDH_Lausanne,1,0.0,-95.2381,-71.0317
_Category_,1,0.0,0.0,508.3333
abondoned,1,0.0,0.0,508.3333
add:postode,1,0.0,0.0,508.3333
addr:place,1,0.0,0.0,508.3333
addr:village,1,0.0,0.0,508.3333
agent autorise,1,0.0,0.0,508.3333
agricultural,1,0.0,0.0,508.3333
alimentation electrique,1,0.0,-80.0,21.6667
alt_name:fr,1,0.0,0.0,508.3333
arup,1,0.0,0.0,508.3333
atv,1,0.0,0.0,508.3333
barrier_bypass,1,0.0,0.0,508.3333
base_material,1,0.0,0.0,508.3333
camp_assessment_agency_name,1,0.0,-66.6667,102.7778
canal:obstacle_type,1,0.0,0.0,508.3333
canal_banks_barriers_left,1,0.0,-50.0,204.1667
canal_banks_barriers_right,1,0.0,-50.0,204.1667
capacity_area_building_level_1,1,0.0,-94.4444,-66.2037
capacity_individuals_building_level_2,1,0.0,-90.0,-39.1667
capacity_water_storage,1,0.0,-75.0,52.0833
capital_city,1,0.0,0.0,508.3333
contact:email,1,0.0,-90.9091,-44.697
contact:phone,1,0.0,-97.0588,-82.1078
country_code_fips,1,0.0,0.0,508.3333
country_code_iso3166_1_alpha_2,1,0.0,0.0,508.3333
craft,1,0.0,-99.3289,-95.9172
damage:note,1,0.0,0.0,508.3333
damage:structure:roof,1,0.0,0.0,508.3333
damage_assessment_date,1,0.0,-83.3333,1.3889
date_de_la_fondation,1,0.0,-50.0,204.1667
dilution_of_precision,1,0.0,0.0,508.3333
direction,1,0.0,0.0,508.3333
education:students,1,0.0,0.0,508.3333
evacuation_center,1,0.0,-83.3333,1.3889
fondee_par,1,0.0,-50.0,204.1667
goods,1,0.0,0.0,508.3333
government,1,0.0,-50.0,204.1667
haiti:type,1,0.0,0.0,508.3333
hazard,1,0.0,-75.0,52.0833
hazard_prone,1,0.0,-80.0,21.6667
hazard_type,1,0.0,-80.0,21.6667
health_facility:MCH,1,0.0,0.0,508.3333
health_facility:access,1,0.0,0.0,508.3333
healthcare,1,0.0,-66.6667,102.7778
hgv,1,0.0,0.0,508.3333
hires,1,0.0,-87.5,-23.9583
hires:checkdate,1,0.0,-87.5,-23.9583
hires:imagery,1,0.0,-87.5,-23.9583
horse,1,0.0,-94.7368,-67.9825
id_commune,1,0.0,0.0,508.3333
impassable,1,0.0,-85.7143,-13.0952
int_name,1,0.0,-80.0,21.6667
is_in:sea,1,0.0,0.0,508.3333
key,1,0.0,0.0,508.3333
lanes:backward,1,0.0,-83.3333,1.3889
levels,1,0.0,0.0,508.3333
listed_status,1,0.0,0.0,508.3333
location,1,0.0,-50.0,204.1667
map_quality,1,0.0,0.0,508.3333
maxweight,1,0.0,-75.0,52.0833
name:af,1,0.0,0.0,508.3333
name:ak,1,0.0,0.0,508.3333
name:als,1,0.0,0.0,508.3333
name:an,1,0.0,0.0,508.3333
name:arz,1,0.0,0.0,508.3333
name:ast,1,0.0,0.0,508.3333
name:ay,1,0.0,0.0,508.3333
name:bat-smg,1,0.0,0.0,508.3333
name:bcl,1,0.0,0.0,508.3333
name:bjn,1,0.0,0.0,508.3333
name:bm,1,0.0,0.0,508.3333
name:bpy,1,0.0,0.0,508.3333
name:br,1,0.0,0.0,508.3333
name:bs,1,0.0,0.0,508.3333
name:bxr,1,0.0,0.0,508.3333
name:ce,1,0.0,0.0,508.3333
name:ceb,1,0.0,0.0,508.3333
name:chr,1,0.0,0.0,508.3333
name:ckb,1,0.0,0.0,508.3333
name:co,1,0.0,0.0,508.3333
name:crh,1,0.0,0.0,508.3333
name:cs,1,0.0,0.0,508.3333
name:cv,1,0.0,0.0,508.3333
name:cy,1,0.0,0.0,508.3333
name:da,1,0.0,-50.0,204.1667
name:diq,1,0.0,0.0,508.3333
name:dsb,1,0.0,0.0,508.3333
name:dv,1,0.0,0.0,508.3333
name:dz,1,0.0,0.0,508.3333
name:ee,1,0.0,0.0,508.3333
name:et,1,0.0,0.0,508.3333
name:ext,1,0.0,0.0,508.3333
name:ff,1,0.0,0.0,508.3333
name:fi,1,0.0,0.0,508.3333
name:fiu-vro,1,0.0,0.0,508.3333
name:fo,1,0.0,0.0,508.3333
name:frp,1,0.0,0.0,508.3333
name:frr,1,0.0,0.0,508.3333
name:fy,1,0.0,0.0,508.3333
name:ga,1,0.0,0.0,508.3333
name:gag,1,0.0,0.0,508.3333
name:gd,1,0.0,0.0,508.3333
name:gu,1,0.0,0.0,508.3333
name:gv,1,0.0,0.0,508.3333
name:hak,1,0.0,0.0,508.3333
name:haw,1,0.0,0.0,508.3333
name:hif,1,0.0,0.0,508.3333
name:hr,1,0.0,0.0,508.3333
name:hsb,1,0.0,0.0,508.3333
name:ia,1,0.0,0.0,508.3333
name:id,1,0.0,0.0,508.3333
name:ig,1,0.0,0.0,508.3333
name:ilo,1,0.0,0.0,508.3333
name:io,1,0.0,0.0,508.3333
name:jv,1,0.0,0.0,508.3333
name:kab,1,0.0,0.0,508.3333
name:kg,1,0.0,0.0,508.3333
name:ki,1,0.0,0.0,508.3333
name:kk,1,0.0,0.0,508.3333
name:km,1,0.0,0.0,508.3333
name:kn,1,0.0,0.0,508.3333
name:ks,1,0.0,0.0,508.3333
name:ksh,1,0.0,0.0,508.3333
name:ku,1,0.0,0.0,508.3333
name:kw,1,0.0,0.0,508.3333
name:lad,1,0.0,0.0,508.3333
name:lb,1,0.0,0.0,508.3333
name:lg,1,0.0,0.0,508.3333
name:li,1,0.0,0.0,508.3333
name:lij,1,0.0,0.0,508.3333
name:lmo,1,0.0,0.0,508.3333
name:ln,1,0.0,0.0,508.3333
name:lo,1,0.0,0.0,508.3333
name:mg,1,0.0,0.0,508.3333
name:mhr,1,0.0,0.0,508.3333
name:ml,1,0.0,0.0,508.3333
name:mn,1,0.0,0.0,508.3333
name:mrj,1,0.0,0.0,508.3333
name:ms,1,0.0,0.0,508.3333
name:mt,1,0.0,0.0,508.3333
name:my,1,0.0,0.0,508.3333
